sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion_v2,metric_icl_E_rate_qwen25_completion_v2,metric_icl_C_qwen25_completion_v2,metric_icl_D_qwen25_completion_v2,metric_icl_D_rate_qwen25_completion_v2,metric_icl_E_qwen25_completion_v2_std,metric_icl_E_rate_qwen25_completion_v2_std,metric_icl_C_qwen25_completion_v2_std,metric_icl_D_qwen25_completion_v2_std,metric_icl_D_rate_qwen25_completion_v2_std
test.sa-sb.sa::00630,Jane offered his friend some candy. He didn't tell him it was sour. Jane's friend popped it in her mouth right away. She immediately puckered her face.,1.0,content_diversity,Jane's friend accosted him for not warning him beforehand about the sourness of the candy.,Jane laughed as he watched his friend's face contort.,"As his friend's face puckered, Jane apologized profusely.",His friend tried to wrestle Jane to the ground as revenge for not warning her.,Jane's friend promptly started to gag.,4.056,0.685,-0.046,0.906,-0.324,-0.887,-0.510,15.922187,0.116849,0.585634,9.324577,0.068431,59.918544,0.695311,0.000000,35.090348,0.407198
test.sa-sb.sa::00635,I had a nightmare the other night. It was so scary that it woke me up from my sleep. It took me a long time to go back to bed. I finally got back to sleep.,1.0,content_diversity,I had another nightmare.,My alarm went off and woke me up.,My cat jumped on me and woke me up.,My baby started screaming and startled me awake.,I woke to the smell of coffee.,4.000,0.745,-0.055,0.895,-0.441,-0.779,-0.387,10.639375,0.137005,0.574102,6.108086,0.078655,41.828215,0.979873,0.000000,24.013659,0.562547
test.sa-sb.sa::00636,"Every Thanksgiving, Josie broke the wishbone with her father. It was their tradition since she was three years old. She waited patiently as her whole family sat down to their meal. She got up from her seat when her mother started clearing the table.",1.0,content_diversity,Her mother handed her the wishbone.,She grabbed the wishbone and walked over to her father.,She got the wishbone and broke it with her dad.,Her dad already had the wishbone and broke it with her.,Someone else had already broken the wishbone.,2.889,0.515,-0.161,0.765,-0.479,-0.965,-0.577,10.239375,0.149252,0.682039,6.983656,0.101796,21.630681,0.315261,0.000000,14.752974,0.215020
test.sa-sb.sa::00645,A couple of Mormons challenged strangers to a basketball game. The others accepted. The Mormons were exceptionally good at the game. They beat the other guys fairly easily.,1.0,content_diversity,The other guys were good sports about it.,The Mormons started teasing the other guys.,The other guys were bad sports when they lost.,The others guys were shocked the Mormons were so good.,The other guys got mad and started beating the Mormons.,4.214,0.647,-0.138,0.839,-0.481,-0.818,-0.500,11.443906,0.276685,0.615827,7.047471,0.170390,35.060511,0.526825,0.000000,21.591225,0.324433
test.sa-sb.sa::00663,I always wanted to take an art class. So when I turned 40 I enrolled into art classes. I was so nervous and didn't really talk to anyone unless necessary. Our first project was a group activity that forced everyone to talk.,1.0,content_diversity,I realized my classmates were really nice.,Everyone was so nice to talk to.,No one really wanted to talk to each other.,We met up at the bar every day after class.,By the end of the class we were friends.,3.111,0.657,-0.032,0.935,-0.278,-0.749,-0.289,15.176563,0.356131,0.572671,8.691185,0.203946,42.165459,0.930533,0.000000,24.146956,0.532890
test.sa-sb.sa::00664,Jenny has decided that she wants to buy a cellphone. She goes to a store but finds many are expensive. Finally she finds a cell phone that fits her budget. Jenny buys it.,1.0,content_diversity,Jenny is happy with her purchase and loves her new phone,Jenny hates her cheap new phone and gets another one,As she's leaving the store she drops and breaks it,She loves her new phone and shows it to her friends,"Jenny spends all day programming her new phone, she loves it",3.833,0.624,-0.091,0.880,-0.387,-0.833,-0.449,9.706875,0.248912,0.575993,5.591092,0.143371,49.204323,0.794515,0.000000,28.341346,0.457635
test.sa-sb.sa::00665,"Abby recently went diving in Jamaica. As Abby was diving, she grabbed a piece of coral. The instructor immediately scolded Abby for her error. Abby did not know she could not break off the coral.",1.0,content_diversity,Abby cried when she was told that she couldn't take the coral.,Abby tried to put the coral back.,The instructor felt bad for scolding and explained why she shouldn't take the coral.,Abby threw the coral back into the ocean.,Abby ran home and told her mother what happened.,4.611,0.393,-0.075,0.904,-0.324,-0.846,-0.470,24.707344,0.363287,0.627813,15.511601,0.228076,64.519255,0.597943,0.000000,40.506050,0.375396
test.sa-sb.sa-b::00680,Tammy had a gambling addiction. Most forms are outlawed where she lives. Except for dog racing. She goes every weekend.,1.0,content_diversity,One weekend she went to the dog tracks and learned her lesson after spending her entire paycheck!,Last weekend she actually won $1000 and booked a trip to Mexico with the winnings.,Tammy fell in love with one of the Greyhounds and adopted him when he retired.,One day she booked a trip to Vegas where she could gamble even more.,Tammy's friends were worried about her so they staged an intervention.,4.722,0.533,-0.038,0.931,-0.225,-0.668,-0.265,15.748125,0.192607,0.573803,9.036325,0.110518,79.184695,0.490654,0.000000,45.436432,0.281539
test.sa-sb.sa-b::00685,My sister-in-law B loved to nibble on raw hamburger. One day we were on vacation together. B made hamburgers for us. Later at night she had stomach cramps.,0.0,content_diversity,she made a bad choice,eating raw meat was a bad decision,she should not have eaten raw meat,she decides incorrectly,her decision was wrong,1.812,0.428,-0.040,0.919,-0.398,-0.772,-0.494,38.552344,1.407437,0.360116,13.883327,0.506841,26.867693,1.117723,0.000000,9.675494,0.402510
test.sa-sb.sa-b::00687,Jake never cooked dinner. He thought he would surprise his girlfriend. He looked up online how to cook a fancy dinner. Jake only messed up small parts of it.,0.0,content_diversity,Jake was proud of learning something new.,Jake needed the extra help.,The additional knowledge let Jake succeed.,The extra research led to a happy event.,The meal went good by Jake's research.,3.389,0.906,-0.025,0.964,-0.331,-0.855,-0.530,23.561250,0.594956,0.394173,9.287205,0.234516,48.391636,1.224926,0.000000,19.074669,0.482833
test.sa-sb.sa-b::00695,Joan went to the movies. She was going to meet her friend Lynn. Lynn was late for their meetings. Joan and Lynn bought their tickets.,1.0,content_diversity,they went inside the movie,they want the movies,they enjoy the movies,they went to dinner after,they went to the bar after,2.889,0.458,-0.123,0.844,-0.385,-0.778,-0.351,17.574766,0.844810,0.442861,7.783183,0.374134,15.738579,0.869047,0.000000,6.970007,0.384867
test.sa-sb.sa-b::00697,The man baked the bread. The loaf looked perfect. He shared the load with his friends. His friends asked for the recipe.,0.0,content_diversity,He and his friends decided to have a competition to see who could bake the best loaf.,Together they agreed to compete to see who made the nicest bread.,A contest was put in place to determine who had the most excellent loaf ever.,They started a contest to see who's bread was superior.,The friends put a competition together so they could see who was the best bread baker.,1.812,0.658,-0.079,0.898,-0.549,-0.978,-0.760,44.702813,0.691751,0.560228,25.043768,0.387538,50.816427,0.805159,0.000000,28.468786,0.451073
test.sa-sb.sa-b::00699,"Janet's family was used to tornado season where they lived. Luckily, they had avoided any major damage to their farm. They heard of a bad tornado coming their way. They weren't worried and didn't evacuate like their neighbors.",0.0,content_diversity,They all died as the tornado was so strong and destructive.,This time they were not so lucky and the house was destroyed by the tornado and they were all killed.,"This was a super tornado that destroyed the house, killing them all.",They all died this time becuase the tornado was so powerful.,The tornado was the biggest ever and tore their house apart and killed them all.,1.750,0.612,-0.110,0.862,-0.489,-0.965,-0.795,50.901562,0.770291,0.487030,24.790581,0.375155,28.490517,0.487549,0.000000,13.875732,0.237451
test.sa-sb.sa-b::00700,Jake invited friends over to play board games. They had drinks and played Monopoly mostly. Everyone had a good time. Eventually there was no winner and it got late.,0.0,content_diversity,Everyone had so much fun.,All of the participants had a fabulous time.,Jake and his friends found their time playing games together to be enjoyable.,Each attendee had a wonderful time.,They all had a very pleasurable experience.,2.167,0.624,-0.045,0.952,-0.531,-0.769,-0.737,29.234375,0.452557,0.550093,16.081632,0.248949,52.808046,0.323969,0.000000,29.049349,0.178213
test.sa-sb.sa-b::00701,Devin just got his licenses. He asks his parents for permission to out driving. While out driving he agrees to race one of his friends. Devin steps on the gas and races in his parents car.,1.0,content_diversity,he wrecks it,he won the race,he got pulled over,it was exhilerating,he felt bad after,4.389,0.515,-0.039,0.756,-0.218,-0.573,-0.322,17.008281,0.972542,0.284162,4.833103,0.276359,38.082123,1.971397,0.000000,10.821482,0.560196
test.sa-sb.sa-b::00712,Tammy was at the park. She was watching her kids play. Tammy decided it was time to leave. She called her kids to the car.,0.0,content_diversity,they left,they leave the park,they went on with their car,they were on the road again,they drive away from the park,2.000,0.527,-0.071,0.923,-0.228,-0.785,-0.398,31.168281,1.431639,0.340732,10.620046,0.487806,40.344365,1.253208,0.000000,13.746635,0.427009
test.sa-sb.sa-b::00725,I was at my cousin's house. And I wanted to walk to the mall. I thought I was familiar enough with the area. But I was lost for over an hour.,1.0,content_diversity,I got there eventually though.,I walked and walked and when I finally got there it was shut.,In the end I gave up and went back to my cousins house.,I am glad I didnt give up as when I got there they were giving away burgers!,A police car stopped and asked if I needed helo and they took me back to my cousins house.,4.056,0.497,-0.088,0.873,-0.219,-0.781,-0.129,2.539062,0.128613,0.568475,1.443394,0.073113,110.390474,0.880631,0.000000,62.754249,0.500617
test.sa-sb.sa-b::00728,Tom was in the war. He got injured and received a purple heart. When he returned home it was meaningless. Nobody really cared other than to feel sorry for him.,0.0,content_diversity,He wondered if he should have done something else in his life.,He regretted choosing the military.,The purple heart was not worth the pity.,He felt his life was one big mistake.,He accepted that he chose incorrectly.,3.833,0.667,-0.031,0.953,-0.383,-0.730,-0.339,16.105937,0.425023,0.519817,8.372135,0.220934,42.674100,1.269150,0.000000,22.182709,0.659725
test.sa-sb.sa-b::00730,Frank Ocean's album is to be released Friday. I don't believe it. He was supposed to release his album two years ago. He hasn't made music in that time period.,0.0,content_diversity,If I had to bet at least.,Just my opinion.,My person thoughts on it.,Only my personal vision on it.,I felt that way.,1.611,0.314,-0.020,0.958,-0.223,-0.711,-0.357,23.788437,0.759570,0.303566,7.221354,0.230579,59.140100,1.729549,0.000000,17.952906,0.525032
test.sa-sb.sa-b::00735,"Today I took my motor scooter to the gas station to fill it with gas. Once it was filled, I tried to start it. It would not start. The man at the station gave me some oil to put in it.",1.0,content_diversity,My motor scooter still wouldn't start because the starter went out.,I ended having to take my scooter to a repair shop.,I always seem to have trouble with this scooter.,"I'm thinking about selling the scooter because I don't know how to work on it, myself.",I put the scooter in the garage because I'm tired of messing with it.,3.722,0.583,-0.049,0.941,-0.412,-0.909,-0.471,20.096562,0.376849,0.570023,11.455504,0.214813,40.761176,0.304614,0.000000,23.234810,0.173637
test.sa-sb.sa-b::00739,Sam went out drinking. He tried to drive home. He couldn't find his keys. He had to call a taxi.,1.0,content_diversity,it was expensive,he left his car at the bar,no taxi was available so he ended up with an uber,he got home safely,he was hungry when he got home,4.000,0.667,-0.057,0.926,-0.230,-0.626,-0.194,26.754687,0.763078,0.440648,11.789393,0.336249,64.280601,0.965511,0.000000,28.325103,0.425450
test.sa-sb.sa-b::00749,I went out to get a milkshake today. I went to my favorite ice cream shop to get one. When I got there I found out that milkshakes were very expensive. So I decided to get a cone instead.,1.0,content_diversity,The cone was delicious,THe cone was disappointing,"In contrast, the cone was very cheap","The cone was also expensive, but not as bad","It was ok, but not the same as a milkshake",3.833,0.577,-0.105,0.887,-0.245,-0.817,-0.426,3.215313,0.178870,0.592005,1.903481,0.105892,39.445148,0.775716,0.000000,23.351718,0.459228
test.sa-sb.sa-b::00751,Tom was invited to a party. He wasn't much of a beer drinker. He got whatever he saw on sale. Everyone at the party was a bit disappointed.,0.0,content_diversity,Tom was so drunk he didnt care!,Tom had far too much to drink and couldn't rmemeber any criticism anyway.,Tom was so drunk and happy he didn't realise what people thought anyway.,Tom got drunk and was unaware people thought he was cheap.,After so much drink Tom didn't care anyway.,2.167,0.471,-0.085,0.879,-0.306,-0.916,-0.686,45.426563,0.588098,0.439936,19.984768,0.258725,72.931128,0.569532,0.000000,32.085008,0.250557
test.sa-sb.sa-b::00759,Jake was at the bar one night. He decided to smoke but only had one cigarette left. He also had to go outside into the snow. Once outside his cigarette fell into the snow.,0.0,content_diversity,he stops,he chose to stop,he think it was time to stop smoking,he make the decision to stop the smoking,he decide it was a good idea to not smoke,1.667,0.471,-0.083,0.897,-0.380,-0.845,-0.611,33.425781,1.414601,0.290944,9.725041,0.411570,28.400547,2.238880,0.000000,8.262977,0.651389
test.sa-sb.sa-b::00767,Kate and her friends drove all the way to Las Vegas. But they didn't like their hotel. So they decided to look online. They sat in the car looking on their phones for a better deal.,1.0,content_diversity,They found some good deals quickly.,The right one was found.,Cheaper and better housing was found.,They decided on a better deal.,The hotel was right next to the entertainment.,2.833,0.667,-0.038,0.941,-0.269,-0.695,-0.334,10.086250,0.454989,0.529149,5.337125,0.240757,31.200951,0.545385,0.000000,16.509939,0.288590
test.sa-sb.sa-b::00768,"Abby was invited to a girl's trip to Seattle with her friends. Abby accepted the invitation, and were on their way to Seattle. After checking in the hotel, Abby fell straight asleep. When Abby awoke, her friends had returned from their night out.",0.0,content_diversity,she was hungry,abby felt hungry,abby stomach was growling,abby feel hunger in her stomach,abby can hear her stomach growling,1.500,0.408,-0.062,0.906,-0.423,-0.925,-0.773,26.244219,1.190678,0.328590,8.623601,0.391245,36.898998,0.694274,0.000000,12.124660,0.228132
test.sa-sb.sa-b::00771,Jane and Carl had been struggling. Their relationship was in a bad spot. They got into a big fight over money issues. Both decided it was too much to handle.,1.0,content_diversity,they broke up,they decide on a break,they decide to find someone else,they think it was time for a new relationship,they look for someone new,2.278,0.786,-0.060,0.927,-0.322,-0.779,-0.367,25.117344,0.791063,0.422495,10.611948,0.334220,29.004700,0.522806,0.000000,12.254336,0.220883
test.sa-sb.sa-b::00771,Jane and Carl had been struggling. Their relationship was in a bad spot. They got into a big fight over money issues. Both decided it was too much to handle.,0.0,content_diversity,they split up,they went their separate way,they end it,they end their relationship,their relationship was over,1.833,0.471,-0.073,0.898,-0.360,-0.786,-0.672,15.744531,1.137385,0.409507,6.447498,0.465767,16.967807,1.262911,0.000000,6.948438,0.517171
test.sa-sb.sa::00355,Jane need to get something from the store. But she was late for an appointment. She grabbed her things quickly and headed to checkout. She thought it would be quick.,1.0,content_diversity,There was only one register open and there were six people in line.,The cash register ran out of receipt paper and the cashier had to call the manager to fix it.,There was one lady in line who saw she was in a hurry and let Jane go in front of her.,"The line was too long, so Jane hid the items in her coat and left the store without paying.",She got through the line just in time to make it to her appointment.,4.562,0.464,-0.053,0.925,-0.271,-0.721,-0.402,33.065937,0.321468,0.631011,20.864970,0.202850,58.649300,0.358055,0.000000,37.008353,0.225937
test.sa-sb.sa::00358,Teddy had a passion. He had a passion to change his country for better. So he ran for president. Teddy told the american people what they wanted to hear.,0.0,content_diversity,"Despite the negative campaign ads, he was elected to be president.",People voted all over the country in great numbers to successfully get him elected.,He was surprised to win the presidency in a landslide victory.,His win was larger than any other president preceding him.,The other candidates were surprised at the astounding victory he had.,3.167,0.782,-0.037,0.944,-0.293,-0.857,-0.586,17.851250,0.295970,0.557995,9.960911,0.165150,45.339344,0.452666,0.000000,25.299135,0.252585
test.sa-sb.sa::00371,The man put on his watch. His watch was not running. He took his watch off. He shook the watch.,0.0,content_diversity,The man was shocked when the watch came open and gears came out.,The man didn't even realize the watch had gears until they fell out of the now open watch.,The watch clearly needed repair after gears came tumbling out.,Surprisingly the watch sprang open and gears flew out.,The man tried to catch the gears as they fell out of the watch.,1.944,0.724,-0.128,0.835,-0.471,-0.976,-0.693,64.468437,0.991781,0.455642,29.374500,0.451897,49.919845,0.691897,0.000000,22.745556,0.315257
test.sa-sb.sa::00372,"I bought a little stuffed giraffe. He was adorable, and I admired him in the checkout lane. I took him home to show my little girl. She fell in love with him on first sight.",1.0,content_diversity,She snuggled in bed with the little giraffe that night.,She takes him with her to daycare every day now.,She reads him stories before bed.,"Now, we have an extra chair at the table for the little giraffe.","Now, when she has to stay away from home, she feels comfortable having her little giraffe.",4.111,0.698,-0.040,0.929,-0.290,-0.740,-0.293,-3.674688,0.292583,0.565306,-2.077322,0.165399,69.756669,0.260090,0.000000,39.433851,0.147030
test.sa-sb.sa::00375,Kate was cleaning the house. She had just mopped the floor. Her son came running through the room. He slipped on the wet floor.,0.0,content_diversity,The boy cried when he fell because he felt something snap.,The boy fell and when he used his arm to steady himself he broke it.,The boy broke his arm when he tried to grab the table next to him as he slipped.,Kate's son had a bone disease and slipping mildly caused his arm to break.,He fell while attempting a handstand after slipping.,3.222,0.478,-0.065,0.901,-0.377,-0.889,-0.644,29.123750,0.254579,0.500828,14.585982,0.127500,74.565133,0.895996,0.000000,37.344287,0.448740
test.sa-sb.sa::00378,Ken is a cook. While at work Ken begins cooking meals. While cooking a customer notices Ken spitting in their food. They complain to the manger.,1.0,content_diversity,Ken is fired without an explanation.,The manager asks Ken about the situation.,The customer was an enemy of Ken and was trying to get him in trouble.,"Ken explains that it might have looked like he was spitting, but he wasn't.",The manager doesn't believe the customer because the customer cannot see the kitchen.,4.250,0.500,-0.032,0.937,-0.326,-0.799,-0.344,3.611562,0.092115,0.672057,2.427176,0.061907,55.560067,0.364409,0.000000,37.339540,0.244903
test.sa-sb.sa::00380,Jerry was going on a blind date. He told his friend to call him with an emergency to get out of it. His friend called at the right time. Jerry played along.,1.0,content_diversity,He had second thoughts about it because the date was all of a sudden going better than he expected.,He felt guilty because he was being deceptive.,His date suspected he was trying to get out of the situation and walked out.,"He told his date that his friend had an emergency, paid and left.",Then Jerry confessed to his date that he way lying.,4.222,0.629,-0.048,0.925,-0.304,-0.810,-0.310,6.829062,-0.002730,0.564563,3.855439,-0.001541,58.633348,0.750635,0.000000,33.102245,0.423781
test.sa-sb.sa::00381,"My brother decided to use the bathroom. The whole bathroom had a bad odor after he was finished. The smell diffused throughout the house. When I noticed the smell, I opened all of the house windows.",0.0,content_diversity,I thought there was something wrong with the plumbing.,I checked the pipes in the bathroom,I looked for water leaks near the bathroom.,I sniffed the air to find the possible source of the leak.,I wondered where to start looking for the burst pipe.,3.000,0.707,-0.073,0.934,-0.435,-0.849,-0.556,6.938750,0.215480,0.583482,4.048635,0.125729,57.371926,0.874629,0.000000,33.475477,0.510330
test.sa-sb.sa::00382,"Barry recently visited The British Virgin Islands. While there, Barry took a trip to a small island named Virgin Gorda. Barry was amazed with the beautiful beaches, and a rock formation. The rock formation was called The Baths.",0.0,content_diversity,Barry shared the experience with others by making a movie there.,Barry wanted to remember so he mad a video.,Barry worked for National Geographic and made a video of the area.,Barry decided to start a youTube type channel about the Baths and filmed it.,Barry was afraid he'd forget about it so filmed the whole thing.,2.667,0.624,-0.052,0.938,-0.362,-0.919,-0.500,15.473125,0.260384,0.452986,7.009112,0.117950,72.650609,0.796134,0.000000,32.909722,0.360637
test.sa-sb.sa::00389,Kate needed to buy a laptop to work while out of town. She searched online and found one that had free shipping. She shipped it out of town so it would be there when she arrived. The shipping estimate was the same day as her arrival date.,1.0,content_diversity,The package arrive on time and in good condition just as Kate arrived from her trip.,Kate discovered that the package was delivered several days ago before she arrived and was left under the rain.,Kate arrived and learned that the package did not arrive yet.,Kate went home and waited for the laptop to be delivered and realized that she hasn't completed the transaction yet.,Kate went home and found her package but the content was not what she ordered online.,4.167,0.707,-0.085,0.892,-0.345,-0.940,-0.518,16.032500,0.190287,0.576450,9.241933,0.109691,68.531952,0.339661,0.000000,39.505235,0.195797
test.sa-sb.sa::00391,"In 1996, my sister-in-law's son overdosed on drugs. She got him into rehab. After a few days he denied having a drug problem, and left. In 2013, he overdosed and died suddenly.",0.0,content_diversity,"Knowing she could've done more to rehabilitate him, my sister-in-law blamed herself for his death.",My sister-in-law felt responsible for letting him out of rehab which led to him spiraling back to addiction and death.,My sister-in-law believed she is blame-worthy not trying harder to keep him in rehab.,My sister-in-law knew she should be blamed for the death of her son.,"Feeling that she allowed him to get out of rehab, my sister-in-law said she indirectly killed her own son.",2.312,0.747,-0.066,0.918,-0.491,-0.925,-0.591,27.070313,0.385964,0.588231,15.923588,0.227036,72.728880,0.526839,0.000000,42.781356,0.309903
test.sa-sb.sa::00405,"Jamie went to the shed to get his beach chairs. There were ants crawling all over the shed. He immediately left and went to the hardware store. There, he bought ant block, as well as ant bait.",0.0,content_diversity,Jamie was worried the ants would suffer so he watched to see what happened.,Jamie was bored so he stayed to watch the ants.,Jamie followed the worker ants back to the queens nest.,Jamie started to worry about the ants as he stood and watched.,The ants swarmed Jamie as he stood watching.,3.778,0.629,-0.098,0.886,-0.413,-0.964,-0.524,28.164687,0.464116,0.502451,14.151377,0.233196,49.670624,0.436819,0.000000,24.957058,0.219480
test.sa-sb.sa::00409,I went to the doctor the other day. I had to go see the doctor for a routine checkup. The wait to see the doctor was very long. When I saw the doctor I complained about the wait time.,1.0,content_diversity,The doctor apologized and said they were short staff that day.,I decided to find a new doctor.,The doctor suggested that I could see the nurse practitioner in the future for shorter waits.,"The doctor noticed that I had a small lump, so I was thankful I had waited.","When I left the office, I left a bad review on their website.",4.889,0.208,-0.050,0.922,-0.335,-0.805,-0.289,19.593906,0.221127,0.590548,11.571149,0.130586,100.065415,0.842017,0.000000,59.093464,0.497252
test.sa-sb.sa::00414,Jane had broken her first pair of glasses. And now she had to tell her mother. She was sure to be upset. After telling her mom Jane braced herself for the yelling.,1.0,content_diversity,Her mother surprised her by being understanding and offering to take her to get new ones.,Her mother grounded her and said she'd have to give up her allowance.,Her mother said Jane would have to get a part time job to pay for glasses.,"Her mother said, ""Wait until your Father hears about this"" and left.",Jane began crying and begged for forgiveness.,4.389,0.614,-0.058,0.917,-0.294,-0.741,-0.363,20.151250,0.168218,0.588052,11.849986,0.098921,45.016437,0.666780,0.000000,26.472013,0.392101
test.sa-sb.sa::00418,Ken hated airplanes. He was deathly afraid of flying. One day he had to fly to meet relatives. He took medicine to calm his nerves.,0.0,content_diversity,He missed out on meeting his relatives because the medicine didn't help at calming his fears.,He ended up missing the flight because his fear overpowered the medication.,"His relatives were disappointed because he couldn't make himself get on the plane, even with medication.",His fear was extreme and he wasn't able to make the trip because the medication didn't work for him.,Apparently he needed a stronger medication because he was still unable to make the trip.,2.222,0.885,-0.075,0.900,-0.445,-0.918,-0.729,33.082812,0.324731,0.598941,19.814656,0.194495,46.463914,0.366964,0.000000,27.829147,0.219790
test.sa-sb.sa::00420,Justin is with his friend Bill looking for clubs. Justin is tired from trying to find clubs. Bill keeps trying to find the hottest club in town. They eventually give up and waste their whole night on nothing.,0.0,content_diversity,Bill and justin head home to party there instead,They both go home to drink and listen to music,Justin suggest to bill to pick up some beer and drink at home instead,"Instead of looking for any more clubs, they decide to party at home",They both give up the search and decide to turn their house into a club,2.722,0.853,-0.070,0.917,-0.273,-0.828,-0.540,26.686875,0.444577,0.548029,14.625184,0.243641,40.520166,0.623144,0.000000,22.206230,0.341501
test.sa-sb.sa::00421,"Abby recently learned of a reading challenge. In order to win the challenge, Abby had to read 25 books. In addition, Abby had to hand in a one page report on each book. Abby knew the challenge would be hard, but she could do it.",1.0,content_diversity,She decided to start by reading 30 pages a day.,She decided to read a new book each week.,She marked her calendar with a plan for finishing the books.,She worked really hard to read all of the books and won the challenge.,Abby won the challenge and accepted a gift card as her prize.,3.500,1.035,-0.063,0.903,-0.403,-0.828,-0.399,6.475313,0.120679,0.618892,4.007522,0.074687,55.943185,0.654488,0.000000,34.622818,0.405058
test.sa-sb.sa::00439,Don never knew how to cook. He just recently started living on his own. He tried to cook dinner for the first time. He did better than he expected.,1.0,content_diversity,He decided to host a dinner party for his friends.,He decided to start trying some more difficult recipes.,Don decided to go to the grocery store to buy ingredients to make dinner for the rest of the week.,He brought leftovers to work the next day and his coworkers were very impressed.,Don decided to look up some more recipes on the internet.,4.000,0.829,-0.081,0.900,-0.379,-0.784,-0.412,24.905156,0.272599,0.657115,16.365543,0.179129,46.359897,0.476776,0.000000,30.463768,0.313296
test.sa-sb.sa::00441,He woke up very angry this morning. He went to the bathroom and started complaining. He came out and yelled at me about things. He sat down at his computer and worked.,0.0,content_diversity,What kind of an example is this to our children?,He has no right to act this way in front of the children.,No child should have to see their father acting like this.,I want to take the kids away so they don't have to see this behavior.,He needs to stop acting like this in front of our children.,2.500,0.782,-0.076,0.898,-0.326,-0.907,-0.501,41.205937,0.686021,0.548341,22.594901,0.376173,40.030619,0.527965,0.000000,21.950426,0.289505
test.sa-sb.sa::00448,"I've always hated math. It was something I never understood. In math class, I always failed miserably. One day I decided to hang out with friends that liked math.",0.0,content_diversity,One of the guys was really likeable.,We started hanging out at school and at home.,We became close like brothers.,It turned out we had a lot in common.,I had never had a best friend before this.,2.750,0.804,-0.013,0.963,-0.251,-0.696,-0.407,12.611562,0.435528,0.572763,7.223438,0.249455,36.184968,1.022581,0.000000,20.725414,0.585697
test.sa-sb.sa::00246,It was a really hot day and Jamie wanted something sweet. Seeing a cute ice cream shop nearby she decided to go in. While waiting she noticed two children who looked very sad. She soon realized they had no money.,1.0,content_diversity,Jamie wondered where the parents of the kids were,Jamie asked the kids if they wanted an ice cream,Jamie decided to buy ice cream for the kids,Jamie called the police as the kids were alone.,Jamie dropped a 10 dollar bill on the ground and pointed it out to the kids,4.056,0.643,-0.115,0.899,-0.349,-0.894,-0.409,-0.357656,0.148813,0.651151,-0.232888,0.096900,56.841018,0.911175,0.000000,37.012107,0.593313
test.sa-sb.sa::00248,Will was buying groceries. He got a cart full of things. After waiting in line he was finally checked out. When it came time to pay Will realized he forgot his wallet.,1.0,content_diversity,Will got embarrassed and returned everything in his cart to where it belonged since he cannot pay for it.,Will called his roommate and asked him if he can bring the wallet to him so he can pay for the groceries.,Will got annoyed and just left the cart full of things at some part at the grocery store.,"Will's good friend saw him having problem at the counter and helped pay him pay for the groceries, telling Will to pay him back once he got his wallet back.",Will ask the staff if he can leave the cart for a while as he will be paying for them after he got his wallet from his apartment.,4.167,0.745,-0.082,0.878,-0.274,-0.921,-0.496,51.357500,0.523198,0.483511,24.831938,0.252972,127.479335,0.655759,0.000000,61.637716,0.317067
test.sa-sb.sa::00253,"Every time I see fruit salad, it reminds me of camping. My cousin Louise always made fruit salad and pimento cheese. Everyone ate sandwiches and salad for lunch while we camped. We all loved her fruit salad and cheese.",1.0,content_diversity,I called my cousin Louise and ask her to make her famous fruit salad and cheese.,"Remembering our camping days, I craved fruit salad that I immediately get my keys and head out to buy a fruit salad.",I decided to look for a fruit salad and cheese recipe online so I can make one.,I became hungry because I kept thinking of fruit salad but I don't have the ingredients so I ordered pizza instead.,I decided to call my cousin and friends to plan for another camping trip.,4.167,0.707,-0.100,0.881,-0.286,-0.874,-0.436,39.920625,0.344528,0.560653,22.381613,0.193161,121.629785,0.709317,0.000000,68.192087,0.397680
test.sa-sb.sa::00254,Will had a lovely girlfriend. She had a wild younger sister. One night the little sister started flirting with Will. Will told her he was flattered but not interested.,1.0,content_diversity,Wills girlfriend and her sister got in a huge fight about her flirting.,The little sister got mad at Will and left the house.,Will thought twice about flirting back with the little sister.,The older sister thought about why her sister was behaving that way.,Will and his girlfriend left the room and sat watching TV.,4.222,0.533,-0.062,0.904,-0.355,-0.771,-0.389,7.474687,0.105715,0.600132,4.485800,0.063443,49.053293,0.481723,0.000000,29.438454,0.289097
test.sa-sb.sa::00260,Ron is having a cook out with the family. Ron is wearing his favorite shirt to impress everyone. While preparing his hot dog Ron spills some mustard on his shirt. Ron gets upset and rushes inside to clean his shirt.,0.0,content_diversity,Ron rips the shirt while trying to get the stain out,The shirt rips because Ron scrubbed it too hard,Ron puts a hole in the shirt,Ron was so rough cleaning the shirt that it ripped,The mustard was tough to come out and the shirt ripped,1.889,0.458,-0.078,0.911,-0.338,-0.940,-0.586,17.790625,0.514453,0.553509,9.847264,0.284754,34.433136,0.564028,0.000000,19.059037,0.312194
