sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_gpt2,metric_icl_E_rate_gpt2,metric_icl_C_gpt2,metric_icl_D_gpt2,metric_icl_D_rate_gpt2,metric_icl_E_gpt2_std,metric_icl_E_rate_gpt2_std,metric_icl_C_gpt2_std,metric_icl_D_gpt2_std,metric_icl_D_rate_gpt2_std
test.enc.prompt.txt::00309,What do you,1.0,content_diversity,think is happening here?,want to eat for dinner tonight?,say to going on holiday this year?,mean by that comment?,like about this house we are going to buy?,-0.013,0.973,-0.127,-0.697,-0.236,9.684884,0.434680,0.421047,4.077789,0.183021,42.129537,0.724382,0.000000,17.738504,0.304999
test.enc.prompt.txt::00309,What do you,0.0,content_diversity,think about this for a potential house purchase?,want in a new house?,find interesting about this place?,value most when buying a house?,feel about us buying this place?,-0.048,0.924,-0.313,-0.834,-0.494,9.684884,0.434680,0.421047,4.077789,0.183021,42.129537,0.724382,0.000000,17.738504,0.304999
test.enc.prompt.txt::00286,Skipper - could,1.0,content_diversity,you turn around?,we continue?,we stop here.,we go there?,we turn back?,-0.051,0.543,-0.424,-0.839,-0.414,22.444936,1.745053,0.264310,5.932427,0.461235,15.703728,1.190899,0.000000,4.150657,0.314767
test.enc.prompt.txt::00286,Skipper - could,0.0,content_diversity,we head in that direction?,we head there?,we sail there?,we sail in that direction?,you take us in that direction?,-0.142,0.787,-0.575,-0.914,-0.693,22.444936,1.745053,0.264310,5.932427,0.461235,15.703728,1.190899,0.000000,4.150657,0.314767
test.enc.prompt.txt::00319,"No, I just",1.0,content_diversity,do not like that brand of sneaker.,like to wear my hair in this style.,prefer to eat less meat.,have seen that movie before and do not want to see it again.,feel as though that purse is too expensive.,-0.024,0.960,-0.246,-0.600,-0.184,7.249432,0.339622,0.450123,3.263135,0.152872,37.639665,0.501713,0.000000,16.942473,0.225832
test.enc.prompt.txt::00319,"No, I just",0.0,content_diversity,like eating more vegetables.,think that meat is counterproductive to my diet.,am trying to eat healthier.,"prefer seafood to chicken, fish, and turkey now.",would like to utilize alternative sources of protein.,-0.021,0.976,-0.337,-0.742,-0.422,7.249432,0.339622,0.450123,3.263135,0.152872,37.639665,0.501713,0.000000,16.942473,0.225832
test.enc.prompt.txt::00279,"No, it's our",1.0,content_diversity,Teacher who provided us with the required information to ensure we perform well in the debate,belief and culture to ensure we strive for the collective good even at the expense of our personal gain.,Way of saying thank you,Duty to remember the fallen soldiers and say a word of prayer for them.,Fault he got stuck in the unexpected situation as we didn't  give him the support he desires to pull through,-0.043,0.940,-0.154,-0.607,-0.204,-47.729793,-0.159180,0.488412,-23.311793,-0.077745,225.588990,1.461426,0.000000,110.180318,0.713778
test.enc.prompt.txt::00279,"No, it's our",0.0,content_diversity,legal obligation to remember enduring soldiers for the future generations,responsibility to commemorate their life stories and their life works,"commitment to never forget the memories and painful void they left behind with us,",calling to always remember them in our prayers everytime we engage in our religious activities,task to ensure the legacy of the fallen soldiers live forever,-0.028,0.946,-0.212,-0.845,-0.504,-47.729793,-0.159180,0.488412,-23.311793,-0.077745,225.588990,1.461426,0.000000,110.180318,0.713778
test.enc.prompt.txt::00257,"No, sir, he",1.0,content_diversity,didn't use the elevator.,he was able to shut the door before the fire could spread.,had no idea that she was hiding in the car.,he gave the apartment key to Mr. del Franco.,he delivered the package before the explosion.,-0.057,0.942,-0.287,-0.651,-0.146,23.373200,0.491801,0.438925,10.259080,0.215864,79.730465,1.484520,0.000000,34.995687,0.651593
test.enc.prompt.txt::00257,"No, sir, he",0.0,content_diversity,did not notice her opening the car door and getting into it unseen.,was talking with the other cashier when she slipped into the car.,that she had hidden under the blanket in the back seat.,did not know that she was staying out of sight before the driver spotted her in his car.,he had spoken with her briefly before she ducked away in the parking lot.,-0.065,0.920,-0.317,-0.756,-0.445,23.373200,0.491801,0.438925,10.259080,0.215864,79.730465,1.484520,0.000000,34.995687,0.651593
test.enc.prompt.txt::00332,"Right's right, goddamnit!",1.0,content_diversity,And I am not changing my mind.,that is just the way it is.,And i do not want to hear differently.,And that is all I have to say about that.,Anything else is wrong.,-0.034,0.938,-0.222,-0.706,-0.380,18.713915,0.395572,0.555457,10.394771,0.219723,43.673368,0.854231,0.000000,24.258669,0.474488
test.enc.prompt.txt::00332,"Right's right, goddamnit!",0.0,content_diversity,That is what I think.,I will never think otherwise.,And that is how I feel.,Do not waste your breath trying to change my mind.,And that is how I feel about that!,-0.109,0.813,-0.287,-0.779,-0.473,18.713915,0.395572,0.555457,10.394771,0.219723,43.673368,0.854231,0.000000,24.258669,0.474488
test.enc.prompt.txt::00331,Don't think about,1.0,content_diversity,getting food until after you've finished reading this textbook chapter!,"your headache, and close your eyes so you fall asleep and feel better tomorrow/",sneaking out and getting in trouble again!,eating that fatty and sugary cheesecake when you're on a diet!,wearing your Patriots Jersey tomorrow!,-0.015,0.974,-0.087,-0.658,-0.103,3.854209,-0.049073,0.463515,1.786483,-0.022746,105.658920,0.669361,0.000000,48.974476,0.310259
test.enc.prompt.txt::00331,Don't think about,0.0,content_diversity,diverging from your food plan!,straying from what your coach told you not to eat!,letting your body get out of shape again by eating that!,being a slob that eats junk food all day!,losing your healthy momentum!,-0.024,0.974,-0.206,-0.794,-0.386,3.854209,-0.049073,0.463515,1.786483,-0.022746,105.658920,0.669361,0.000000,48.974476,0.310259
test.enc.prompt.txt::00301,Double A. New,1.0,content_diversity,batteries are easy to find.,teams are the worst.,baseball is boring to watch.,batteries are always too expensive.,baseball comes before the pro league.,-0.034,0.942,-0.335,-0.648,-0.181,-0.543881,0.154942,0.541132,-0.294312,0.083844,54.680387,1.137949,0.000000,29.589302,0.615780
test.enc.prompt.txt::00301,Double A. New,0.0,content_diversity,batteries can be found anywhere.,batteries are in every store.,batteries can be acquired very easily.,batteries are in any place you look.,batteries are the easiest batteries to buy.,-0.099,0.873,-0.249,-0.956,-0.688,-0.543881,0.154942,0.541132,-0.294312,0.083844,54.680387,1.137949,0.000000,29.589302,0.615780
test.enc.prompt.txt::00282,What did you,1.0,content_diversity,do to that horse?,expect when you jumped into that pile of garbage?,think about my proposal?,say to me?,mean by that?,-0.009,0.983,-0.251,-0.722,-0.304,17.973638,0.745943,0.358795,6.448845,0.267640,80.916984,1.551765,0.000000,29.032580,0.556765
test.enc.prompt.txt::00282,What did you,0.0,content_diversity,think would happen when you jumped into that garbage pile?,want to find in the garbage pile that you jumped into?,plan on finding in that pile of garbage?,see in that pile of garbage that made you want to jump into it?,think you would find in that garbage pile?,-0.116,0.843,-0.469,-0.982,-0.747,17.973638,0.745943,0.358795,6.448845,0.267640,80.916984,1.551765,0.000000,29.032580,0.556765
test.enc.prompt.txt::00300,I get it.,1.0,content_diversity,You are jealous of my life and want to be me.,I look great in this outfit and you want to borrow it for your big party tonight.,College is not for everyone and you shouldn't feel pressured to go.,Life is short and you need to make the most of it.,You are trying to be healthier.,-0.060,0.923,-0.254,-0.670,-0.238,21.328717,0.059174,0.519781,11.086257,0.030757,91.384056,1.003090,0.000000,47.499677,0.521387
test.enc.prompt.txt::00300,I get it.,0.0,content_diversity,Moving to a vegetarian diet will help you lose weight.,Exercising is going to help get to your goal weight.,Eating less meat and more vegetables will lower your cholesterol.,Removing sweets from your diet will decrease your risk of getting diabetes.,Sleeping for at least eight hours will help you feel better overall.,-0.041,0.935,-0.350,-0.800,-0.445,21.328717,0.059174,0.519781,11.086257,0.030757,91.384056,1.003090,0.000000,47.499677,0.521387
test.enc.prompt.txt::00338,"Mom, just this",1.0,content_diversity,one last time,and a few more,morning I saw a bird,if you don't mind,particular one interests me,-0.010,0.980,-0.072,-0.634,-0.285,3.001529,0.337750,0.531933,1.596614,0.179661,39.831327,1.225992,0.000000,21.187616,0.652146
test.enc.prompt.txt::00338,"Mom, just this",0.0,content_diversity,if it suits you,if your interest is captured,if your mind is made up,if it is your final decision,if it is what you want,-0.113,0.863,-0.316,-0.846,-0.511,3.001529,0.337750,0.531933,1.596614,0.179661,39.831327,1.225992,0.000000,21.187616,0.652146
test.enc.prompt.txt::00315,"Me and Jill,",1.0,content_diversity,are best friends.,took a walk in the park,went out with a few friends,can complete each others sentences,are twins,-0.016,0.973,-0.168,-0.607,-0.213,13.878507,0.186341,0.456578,6.336627,0.085079,49.284809,1.509322,0.000000,22.502383,0.689124
test.enc.prompt.txt::00315,"Me and Jill,",0.0,content_diversity,think alike,know what the other one is thinking,are on the same wave length,truly understand each other,have very similar thoughts,-0.007,0.983,-0.152,-0.749,-0.545,13.878507,0.186341,0.456578,6.336627,0.085079,49.284809,1.509322,0.000000,22.502383,0.689124
test.enc.prompt.txt::00248,"Totalled together, these",1.0,content_diversity,are all different from each other,are all the same.,seem to be useful.,aren't what I'm looking for.,don't make sense.,-0.013,0.970,-0.213,-0.720,-0.367,9.587978,0.430490,0.569043,5.455973,0.244968,18.669134,0.638455,0.000000,10.623543,0.363308
test.enc.prompt.txt::00248,"Totalled together, these",0.0,content_diversity,are compatible.,look like the kind we're looking for.,are no different from each other.,are like two peas in a pod.,look like twins.,-0.036,0.950,-0.202,-0.702,-0.346,9.587978,0.430490,0.569043,5.455973,0.244968,18.669134,0.638455,0.000000,10.623543,0.363308
test.enc.prompt.txt::00260,We'll figure it,1.0,content_diversity,out as we go.,up seperately then compare our answers.,out but I hope we can fast enough!,is just hopeless to even try.,up when we get back then split it between us.,-0.018,0.971,-0.065,-0.710,-0.242,16.635659,0.626650,0.335085,5.574363,0.209981,80.554056,0.751933,0.000000,26.992469,0.251961
test.enc.prompt.txt::00260,We'll figure it,0.0,content_diversity,out along the way.,out as we get closer to the truth.,out if we try hard enough.,out together.,out one day I hope.,-0.052,0.952,-0.196,-0.898,-0.398,16.635659,0.626650,0.335085,5.574363,0.209981,80.554056,0.751933,0.000000,26.992469,0.251961
test.enc.prompt.txt::00271,Did everyone call,1.0,content_diversity,I was not called.,I was called also.,we need everyone.,we need everyone to check in.,we need to make sure.,-0.091,0.854,-0.422,-0.709,-0.294,17.088516,0.891815,0.453733,7.753618,0.404646,25.133017,0.904289,0.000000,11.403670,0.410305
test.enc.prompt.txt::00271,Did everyone call,0.0,content_diversity,we need to account for everyone.,we need to go headcount.,we need everyone to confirm.,we need call from everyone.,we need everyone to call in.,-0.207,0.773,-0.520,-0.907,-0.594,17.088516,0.891815,0.453733,7.753618,0.404646,25.133017,0.904289,0.000000,11.403670,0.410305
test.enc.prompt.txt::00268,No you're not.,1.0,content_diversity,You are a special person with a great idea.,The train isnt here yet.,The movie is not over yet.,I think that you are amazing!,The team will never allow that.,-0.020,0.963,-0.211,-0.587,-0.194,3.558171,0.266593,0.419305,1.491959,0.111784,28.056105,1.182523,0.000000,11.764062,0.495838
test.enc.prompt.txt::00268,No you're not.,0.0,content_diversity,You cant get on until it stops.,"The train will be here soon, relax.","I can hear the train coming, chill.",It is almost time for the train to arrive.,"Please, be patient and wait for the train.",-0.043,0.938,-0.262,-0.859,-0.470,3.558171,0.266593,0.419305,1.491959,0.111784,28.056105,1.182523,0.000000,11.764062,0.495838
test.enc.prompt.txt::00261,I know. I,1.0,content_diversity,really want to go but I can't.,need to stop drinking and get my act together.,have horns growing out of my head.,owe the mob a lot of money and am in trouble.,have to pass the test in order to graduate.,-0.024,0.958,-0.207,-0.625,-0.159,13.420902,0.382509,0.483978,6.495422,0.185126,37.816953,0.657118,0.000000,18.302576,0.318031
test.enc.prompt.txt::00261,I know. I,0.0,content_diversity,am dying to go but there's work to do here.,wish I could attend but am unable.,need to get work done here so I can't come.,can't come but I am sad that I'll miss it.,wish I had received the invite earlier but I can't go now because of other obligations.,-0.059,0.915,-0.287,-0.771,-0.516,13.420902,0.382509,0.483978,6.495422,0.185126,37.816953,0.657118,0.000000,18.302576,0.318031
test.enc.prompt.txt::00326,You remember Margie,1.0,content_diversity,she cheated on you with your brother,she worked with me on that big business project,the one in the yellow dress,she's my cousin's friend's brother's hairstylist,our skydiving instructor,-0.008,0.974,-0.016,-0.606,-0.130,6.357265,0.056502,0.491733,3.126075,0.027784,75.280932,0.706496,0.000000,37.018093,0.347407
test.enc.prompt.txt::00326,You remember Margie,0.0,content_diversity,she taught us to sky dive,she jumped the plane first to show us how it's done,she teaches skydiving for a living,she is a parachuting teacher,she showed us how to jump out of  plane,-0.053,0.934,-0.321,-0.802,-0.579,6.357265,0.056502,0.491733,3.126075,0.027784,75.280932,0.706496,0.000000,37.018093,0.347407
test.enc.prompt.txt::00283,Wearing a uniform,1.0,content_diversity,this color looks bad on me.,my mom thinks it makes me look important.,i feel in charge now.,when i get home i take it off right away!,it makes my neighbors nervous.,-0.026,0.952,-0.289,-0.675,-0.230,17.803480,0.630697,0.413383,7.359654,0.260719,26.635608,0.883244,0.000000,11.010705,0.365118
test.enc.prompt.txt::00283,Wearing a uniform,0.0,content_diversity,people look at me and they see my status.,"watch out everyone, here i come. obey the uni!",i'm here to be the boss of you now!,you had better do what is right when i'm around.,my friends like to do what i ask them to do when i wear this!,-0.023,0.941,-0.166,-0.683,-0.385,17.803480,0.630697,0.413383,7.359654,0.260719,26.635608,0.883244,0.000000,11.010705,0.365118
test.enc.prompt.txt::00296,I plan to.,1.0,content_diversity,attend a family picinc.,call out of work today. I hate my boss.,go to church tomorrow.,stay in bed all day.,go out to dinner.,-0.013,0.977,-0.275,-0.670,-0.123,10.252075,0.338722,0.376535,3.860266,0.127541,99.417034,3.191383,0.000000,37.434006,1.201668
test.enc.prompt.txt::00296,I plan to.,0.0,content_diversity,complain to my friends about my boss.,go to the park. Work has become so boring.,skip work. I missed too many project deadlines.,"go to a concert.  Hopefully, I won't see any of my colleagues there.",find another job.  I'm not having any fun there.,-0.019,0.960,-0.331,-0.740,-0.345,10.252075,0.338722,0.376535,3.860266,0.127541,99.417034,3.191383,0.000000,37.434006,1.201668
test.enc.prompt.txt::00311,Don't go playing,1.0,content_diversity,in the dirt before church,the drums at all hours of the night,me. I want this relationship to last.,the game without me,goalie when the coach wants you on offense.,-0.031,0.969,-0.141,-0.552,-0.113,3.446142,0.350869,0.416762,1.436221,0.146229,54.417474,0.655442,0.000000,22.679138,0.273163
test.enc.prompt.txt::00311,Don't go playing,0.0,content_diversity,euchre sans your amazing partner,trivial pursuit minus the best player,basketball on your own,the duet solo,soccer in the abscence of me,-0.017,0.975,-0.044,-0.571,-0.200,3.446142,0.350869,0.416762,1.436221,0.146229,54.417474,0.655442,0.000000,22.679138,0.273163
test.enc.prompt.txt::00281,I should have,1.0,content_diversity,been more careful about where my dog pooped.,eaten breakfast because now it's nearly lunchtime and I'm hunry and I hate to eat lunch this early,had a second child,thrown out that piece of meat that looked like it was on the verge,gone to better earlier,-0.002,0.988,0.007,-0.582,-0.094,10.586833,-0.055975,0.427747,4.528481,-0.023943,191.908393,0.896915,0.000000,82.088149,0.383652
test.enc.prompt.txt::00281,I should have,0.0,content_diversity,not let my son be an only child,not waited so long to think about m y son being an only child,considered the benefits to my son of having a sibling,not waited so long to consider my son growing up as an only child,started having children when I was younger,-0.090,0.847,-0.313,-0.903,-0.487,10.586833,-0.055975,0.427747,4.528481,-0.023943,191.908393,0.896915,0.000000,82.088149,0.383652
test.enc.prompt.txt::00246,Mister Welles. You're,1.0,content_diversity,fired.,the first person to say that to me in a long time.,such a great friend.,looking really sexy today.,out of your element.,-0.003,0.984,-0.286,-0.580,-0.162,4.881075,-0.113207,0.614893,3.001339,-0.069610,59.864604,0.553449,0.000000,36.810335,0.340312
test.enc.prompt.txt::00246,Mister Welles. You're,0.0,content_diversity,very important to me.,the best friend I could ever hope for.,one of the nicest people I've ever met.,my favorite person in the world.,a gentleman and a scholar.,-0.011,0.974,-0.328,-0.680,-0.447,4.881075,-0.113207,0.614893,3.001339,-0.069610,59.864604,0.553449,0.000000,36.810335,0.340312
test.enc.prompt.txt::00320,What on earth,1.0,content_diversity,is cuasing traffic to move so slowly?,is my boss thinking?,will it take to make my dog stop barking?,does that billboard mean?,does it take to make my mother in law happy?,-0.056,0.859,-0.178,-0.681,-0.199,0.809565,0.212878,0.333723,0.270171,0.071042,90.974309,2.188094,0.000000,30.360257,0.730218
test.enc.prompt.txt::00320,What on earth,0.0,content_diversity,makes my boss think making me come in on a Saturday is okay?,is going through my boss' head making me come in on my day off?,is going on with my job?,makes my boss think it's okay to make me work overtime?,makes my boss think it's okay to schedule me on a Saturday?,-0.163,0.745,-0.467,-0.916,-0.624,0.809565,0.212878,0.333723,0.270171,0.071042,90.974309,2.188094,0.000000,30.360257,0.730218
test.enc.prompt.txt::00336,Then you accidentally,1.0,content_diversity,found a dead body in the woods.,became pregnant with twins.,fell off the table.,drove a car into a swimming pool.,got swept along by the crowd.,-0.016,0.971,-0.274,-0.581,-0.088,-1.923715,0.033614,0.517881,-0.996255,0.017408,43.631248,1.600335,0.000000,22.595799,0.828783
test.enc.prompt.txt::00336,Then you accidentally,0.0,content_diversity,lost your balance and took a tumble,tripped over your own feet and went splat.,felt the platform wobble and down you went.,went head over heels off the edge.,toppled off of the platform.,-0.041,0.936,-0.136,-0.796,-0.576,-1.923715,0.033614,0.517881,-0.996255,0.017408,43.631248,1.600335,0.000000,22.595799,0.828783
test.enc.prompt.txt::00317,You don't mean,1.0,content_diversity,what I think you mean.,there is a ghost chasing us.,to tell me the moon is actually made of cheese.,it! That hurts my feelings.,I should just quit my job.,-0.010,0.981,-0.149,-0.552,-0.111,16.096220,0.158663,0.422480,6.800324,0.067032,47.351590,0.583716,0.000000,20.005080,0.246608
test.enc.prompt.txt::00317,You don't mean,0.0,content_diversity,I should just leave my work for good.,I have to quit working at my company.,that I should turn in my two weeks notice.,my job is finished.,that I should leave my employer.,-0.079,0.902,-0.427,-0.820,-0.655,16.096220,0.158663,0.422480,6.800324,0.067032,47.351590,0.583716,0.000000,20.005080,0.246608
test.enc.prompt.txt::00307,That's all you,1.0,content_diversity,get in life.,are able to do.,think about.,can say to me.,can carry.,-0.012,0.773,-0.298,-0.699,-0.454,12.250104,0.810507,0.287310,3.519574,0.232866,24.918704,1.830901,0.000000,7.159385,0.526036
test.enc.prompt.txt::00307,That's all you,0.0,content_diversity,can expect for a quarter.,can achieve with out an education.,can find without looking.,can accomplish without luck.,are entitled to.,-0.031,0.964,-0.259,-0.699,-0.287,12.250104,0.810507,0.287310,3.519574,0.232866,24.918704,1.830901,0.000000,7.159385,0.526036
test.enc.prompt.txt::00298,Maybe I can,1.0,content_diversity,drop you at your home.,have your phone number,get some water,take your pen,have some change,-0.028,0.956,-0.105,-0.664,-0.174,0.351611,0.142132,0.464040,0.163161,0.065955,40.590344,1.409814,0.000000,18.835537,0.654210
test.enc.prompt.txt::00298,Maybe I can,0.0,content_diversity,use your things,join you on your trip,get my pen back,get in to your car,get some coffee,-0.030,0.960,-0.112,-0.663,-0.169,0.351611,0.142132,0.464040,0.163161,0.065955,40.590344,1.409814,0.000000,18.835537,0.654210
test.enc.prompt.txt::00308,How about a,1.0,content_diversity,long walk on the beach?,game of basketball?,way to make some extra money?,chance to prove myself?,new set of clothes?,-0.010,0.982,-0.259,-0.698,-0.164,17.839819,0.679637,0.478493,8.536222,0.325201,17.010130,0.502615,0.000000,8.139221,0.240497
test.enc.prompt.txt::00308,How about a,0.0,content_diversity,chance to prove that I'm better than you?,chance to show just how skilled I am?,chance to show you how much language skills have improved?,chance to show you how much I've learned during my time away?,chance to show you how much stronger I've become?,-0.222,0.741,-0.554,-0.947,-0.410,17.839819,0.679637,0.478493,8.536222,0.325201,17.010130,0.502615,0.000000,8.139221,0.240497
test.enc.prompt.txt::00299,Done much shooting,1.0,content_diversity,on the firing range,while out with your buddies,during your lifetime,over at the Sportsman's Club,when getting ready for hunting season,-0.010,0.983,-0.149,-0.586,-0.278,3.617019,0.343564,0.507467,1.835517,0.174347,36.981465,0.773505,0.000000,18.766864,0.392528
test.enc.prompt.txt::00299,Done much shooting,0.0,content_diversity,when you go hunting with your friends,when target practicing with your mates,down at the firing range with your friends,when you get together with your Army buddies,with your friends growing up on a farm,-0.128,0.871,-0.416,-0.748,-0.447,3.617019,0.343564,0.507467,1.835517,0.174347,36.981465,0.773505,0.000000,18.766864,0.392528
test.enc.prompt.txt::00276,My dad's got,1.0,content_diversity,a lot of land,prostate cancer,a high school reunion coming up.,a couple of short haired terriors.,a problem with alcohol.,-0.029,0.964,-0.194,-0.600,-0.054,13.805801,0.229352,0.458472,6.329571,0.105151,100.870997,3.044412,0.000000,46.246511,1.395777
test.enc.prompt.txt::00276,My dad's got,0.0,content_diversity,a dog kennel,penchant for training dogs.,a phobia of cats.,a farm with all kinds of animals.,really smart labradors.,-0.018,0.971,-0.305,-0.730,-0.281,13.805801,0.229352,0.458472,6.329571,0.105151,100.870997,3.044412,0.000000,46.246511,1.395777
test.enc.prompt.txt::00274,You think that's,1.0,content_diversity,how it should be handled.,the right course of study for you.,how your boss expects you to act when on a business trip.,the only way to make a pizza.,enough to make me happy.,-0.025,0.955,-0.240,-0.609,-0.152,26.993708,0.395700,0.484818,13.087041,0.191843,67.961892,1.004757,0.000000,32.949162,0.487124
test.enc.prompt.txt::00274,You think that's,0.0,content_diversity,going to satisfy me.,all I want in a relationship.,not hurtful when you don't call.,okay to forget my birthday.,a date that I should have been happy with.,-0.010,0.980,-0.253,-0.602,-0.271,26.993708,0.395700,0.484818,13.087041,0.191843,67.961892,1.004757,0.000000,32.949162,0.487124
test.enc.prompt.txt::00310,You can't have,1.0,content_diversity,your cake and eat it too.,all of it.  I get some!,everything your own way all the time.,too much of a good thing.,my car keys.  You're too drunk.,-0.023,0.961,-0.085,-0.669,-0.164,17.308177,0.623605,0.333937,5.779834,0.208244,62.983208,2.093121,0.000000,21.032398,0.698970
test.enc.prompt.txt::00310,You can't have,0.0,content_diversity,things just how you want them always.,me constantly do it your way.,what you want how you want it every time.,me giving in to your wishes every day.,the world cater to your every whim forever.,-0.047,0.905,-0.293,-0.790,-0.690,17.308177,0.623605,0.333937,5.779834,0.208244,62.983208,2.093121,0.000000,21.032398,0.698970
test.enc.prompt.txt::00293,"Well, you look...",1.0,content_diversity,like you had a good time,way too tired to be here.,silly in those pants.,in the mirror some time.,happier than normal,-0.008,0.983,-0.072,-0.630,-0.234,17.524974,0.751688,0.494387,8.664121,0.371625,40.249026,1.620160,0.000000,19.898600,0.800986
test.enc.prompt.txt::00293,"Well, you look...",0.0,content_diversity,like you're dressed inappropriately.,like you should probably change those.,dressed to work at the circus.,like you may have bought the wrong size.,funny wearing your little brothers shorts.,-0.024,0.959,-0.228,-0.683,-0.216,17.524974,0.751688,0.494387,8.664121,0.371625,40.249026,1.620160,0.000000,19.898600,0.800986
test.enc.prompt.txt::00253,"September 4th, 1993.",1.0,content_diversity,I'll never forget the day I graduated high school,The day I stepped off the plane.,My first day on the job as a teacher.,My very first patrol.,The day our mission launched.,-0.043,0.933,-0.386,-0.725,-0.432,13.295996,0.417267,0.444294,5.907334,0.185389,16.938937,1.212226,0.000000,7.525872,0.538585
test.enc.prompt.txt::00253,"September 4th, 1993.",0.0,content_diversity,The day we left Earth.,"Finally, the day we take off.",Launch day is finally upon us.,"After all the preparations, we are ready for launch.","All of our training has lead us to this moment, the true beginning of our mission.",-0.032,0.946,-0.291,-0.883,-0.406,13.295996,0.417267,0.444294,5.907334,0.185389,16.938937,1.212226,0.000000,7.525872,0.538585
test.enc.prompt.txt::00259,Don't you think,1.0,content_diversity,you can bring more to the project?,that Spring is the best season out of them all?,you could move to another state to have better health?,he is rushing into things too fast?,that they watch too much TV everyday?,-0.017,0.966,-0.226,-0.659,-0.185,20.792432,0.337816,0.451220,9.381962,0.152430,35.269932,0.383532,0.000000,15.914500,0.173057
test.enc.prompt.txt::00259,Don't you think,0.0,content_diversity,there is so much life that awakens when Spring arrives?,Spring is truely a time when the cold disappears in a good way?,that the season starting in March is better than them all?,the flowers start to grow wonderfully in the month of Spring?,Easter is worth the wait when Spring finally gets here?,-0.045,0.941,-0.247,-0.869,-0.479,20.792432,0.337816,0.451220,9.381962,0.152430,35.269932,0.383532,0.000000,15.914500,0.173057
test.enc.prompt.txt::01790,This fucking job's,1.0,content_diversity,not worth it.,going to be available soon.,the best one I ever had.,going to fund my kid's college.,a pain in the ass.,-0.015,0.966,-0.245,-0.626,-0.203,12.250667,0.407289,0.514952,6.308502,0.209734,50.131082,1.019896,0.000000,25.815087,0.525197
test.enc.prompt.txt::01790,This fucking job's,0.0,content_diversity,at the top of my list.,phenomenal.,my favorite one.,the absolute best.,the greatest of all.,-0.023,0.953,-0.387,-0.725,-0.623,12.250667,0.407289,0.514952,6.308502,0.209734,50.131082,1.019896,0.000000,25.815087,0.525197
test.enc.prompt.txt::01791,"Well, that's my",1.0,content_diversity,choice,laptop and I do what i want,new car,perfume,bottle of watter,0.000,1.000,-0.201,-0.639,-0.154,-8.407389,-0.229635,0.535694,-4.503786,-0.123014,82.519769,4.010581,0.000000,44.205327,2.148443
test.enc.prompt.txt::01791,"Well, that's my",0.0,content_diversity,car I bought two days ago,new ride,car I recently bought,newest model of a car,car I bought yesterday,-0.081,0.878,-0.293,-0.855,-0.566,-8.407389,-0.229635,0.535694,-4.503786,-0.123014,82.519769,4.010581,0.000000,44.205327,2.148443
test.enc.prompt.txt::01792,I don't give,1.0,content_diversity,a rodent's behind about your feelings.,"too much weight to what she says, she lies a lot.",up that easily.,"guys the chance to dump me, I shoot first.","much to charity, I'm ashamed to admit.",-0.014,0.967,-0.144,-0.612,-0.154,-5.767652,0.193820,0.352054,-2.030525,0.068235,71.699895,1.167090,0.000000,25.242234,0.410879
test.enc.prompt.txt::01792,I don't give,0.0,content_diversity,the haters anything to rejoice over that fast.,Satan such an easy win.,the defeatist in me the chance to blossom,the universe any doubt about my strength.,myself the slightest option to be a quitter.,-0.029,0.967,-0.088,-0.654,-0.316,-5.767652,0.193820,0.352054,-2.030525,0.068235,71.699895,1.167090,0.000000,25.242234,0.410879
test.enc.prompt.txt::01793,Without hope there's,1.0,content_diversity,no future.,no reason to get up in the morning.,no happiness.,only despair.,an endless void of depression.,-0.020,0.979,-0.399,-0.729,-0.530,4.158752,0.650885,0.408145,1.697372,0.265655,46.890987,0.633896,0.000000,19.138305,0.258721
test.enc.prompt.txt::01793,Without hope there's,0.0,content_diversity,no joy.,no pleasure.,no cheerfulness.,no aspirations.,no merriment.,-0.100,0.320,-0.603,-0.815,-0.749,4.158752,0.650885,0.408145,1.697372,0.265655,46.890987,0.633896,0.000000,19.138305,0.258721
test.enc.prompt.txt::01794,"Yes, I know",1.0,content_diversity,I should've know better,he is the best,she will never like me back,it can't be fixed,i will try harder,-0.004,0.991,-0.177,-0.638,-0.268,6.038906,0.170528,0.470885,2.843632,0.080299,26.564663,0.577612,0.000000,12.508909,0.271989
test.enc.prompt.txt::01794,"Yes, I know",0.0,content_diversity,I can't go back,I can't return the time,I can't turn back the time,I could've reacted better,I didn't have to do it,-0.084,0.898,-0.363,-0.738,-0.371,6.038906,0.170528,0.470885,2.843632,0.080299,26.564663,0.577612,0.000000,12.508909,0.271989
test.enc.prompt.txt::01795,I'm not married.,1.0,content_diversity,I used to be but it didn't work out.,"But even if I were, it wouldn't stop me.",Why do you ask?,I sure would like to be though.,Are you asking?,-0.023,0.955,-0.056,-0.643,-0.312,2.794549,0.073010,0.521332,1.456887,0.038063,63.177312,1.045190,0.000000,32.936342,0.544891
test.enc.prompt.txt::01795,I'm not married.,0.0,content_diversity,I've been married but it didn't take.,I was but we got divorced.,I got divorced last year.,"I was married once, but I'm not now.","I was married several times, but I got divorced.",-0.106,0.858,-0.499,-0.917,-0.606,2.794549,0.073010,0.521332,1.456887,0.038063,63.177312,1.045190,0.000000,32.936342,0.544891
