sample_id,sidecar_key,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion_v3,metric_icl_E_rate_qwen25_completion_v3,metric_icl_C_qwen25_completion_v3,metric_icl_D_qwen25_completion_v3,metric_icl_D_rate_qwen25_completion_v3,metric_icl_E_qwen25_completion_v3_std,metric_icl_E_rate_qwen25_completion_v3_std,metric_icl_C_qwen25_completion_v3_std,metric_icl_D_qwen25_completion_v3_std,metric_icl_D_rate_qwen25_completion_v3_std
test.enc.prompt.txt::01834,test.enc.prompt.txt::01834,"Bomb, this is",0.0,content_diversity,"not cheap, you know! What are you thinking?",a lot of money. How can you handle this?,"priced at more than you make in a year, have you noticed?","a little -- or a lot -- too rich for your blood, don't you think?",not exactly in your price range. How will you pay for this?,2.357,0.742,-0.052,0.935,-0.153,-0.776,-0.532,36.980000,0.689442,0.456555,16.883397,0.314768,54.971970,0.711223,0.000000,25.097717,0.324712
test.enc.prompt.txt::01838,test.enc.prompt.txt::01838,That's all beside,0.0,content_diversity,where they have the water cooler.,the outside water cooler.,cooler of water.,the cooler of water outside.,water cooler they have outside.,1.667,0.527,-0.173,0.799,-0.453,-0.989,-0.782,36.126094,1.594405,0.256045,9.249914,0.408240,22.144755,0.977515,0.000000,5.670059,0.250288
test.enc.prompt.txt::01844,test.enc.prompt.txt::01844,"Hey, Doolittle, think",0.0,content_diversity,"you're a little off your rocker. A lot off, I should say.",you may not be thinking completely rationally right now.,reality is starting to slip for you. Just a bit. Or a lot.,you need to get a grip because you're losing it now.,"crazy could be an understatement in your case, you know?",2.333,0.624,-0.030,0.956,-0.121,-0.731,-0.444,36.483750,0.647529,0.430386,15.702083,0.278687,43.546604,0.724715,0.000000,18.741834,0.311907
test.enc.prompt.txt::01859,test.enc.prompt.txt::01859,What's with you?,0.0,content_diversity,Are you upset with me?,Are you angry?,Have you got a problem?,It seems like you are mad.,Are you unhappy?,2.375,0.331,-0.089,0.922,-0.495,-0.714,-0.619,2.865898,0.047272,0.478457,1.371208,0.022618,28.801190,0.596711,0.000000,13.780119,0.285500
test.enc.prompt.txt::01868,test.enc.prompt.txt::01868,So now you,0.0,content_diversity,understand how to do it.,comprehend the way to accomplish that.,realize what you need to do.,see the means by which it is accomplished.,the steps that must be taken for that to be completed.,2.417,0.344,-0.039,0.938,-0.332,-0.861,-0.697,1.410781,0.302775,0.493050,0.695585,0.149283,78.414705,0.858795,0.000000,38.662344,0.423429
test.enc.prompt.txt::01874,test.enc.prompt.txt::01874,It turned up,1.0,content_diversity,louder,on repeat because i like it,missing,in the yard,near the water,4.000,0.527,-0.007,0.986,-0.191,-0.582,-0.200,2.543750,0.485234,0.294143,0.748227,0.142728,55.905093,2.979877,0.000000,16.444113,0.876511
test.enc.prompt.txt::01884,test.enc.prompt.txt::01884,I say hang,1.0,content_diversity,"out with me today, you wont be sad",back and wait,on a minute,the rope outside,the flag,4.643,0.440,-0.008,0.989,0.014,-0.588,-0.205,-2.145000,-0.091858,0.452612,-0.970853,-0.041576,79.014898,1.494312,0.000000,35.763107,0.676344
test.enc.prompt.txt::01888,test.enc.prompt.txt::01888,Don't believe everything,0.0,content_diversity,concerning history. It's written by people with agendas.,you hear about history. It's written by people with ulterior motives.,about history. It's written for profit.,about history. It's written with ill intent.,you ever heard about history. It's written by people's motives.,1.833,0.527,-0.310,0.666,-0.613,-0.970,-0.519,29.601875,0.694651,0.471969,13.971174,0.327854,42.139566,0.639767,0.000000,19.888579,0.301951
test.enc.prompt.txt::01350,test.enc.prompt.txt::01350,"Look, snap out",1.0,content_diversity,of it,of the shirt,of the mood,of the trance,of your addiction,3.500,0.667,-0.123,0.470,-0.332,-0.703,-0.297,1.607793,0.181879,0.488218,0.784953,0.088797,26.108899,1.495200,0.000000,12.746830,0.729984
test.enc.prompt.txt::01361,test.enc.prompt.txt::01361,I just wanted,0.0,content_diversity,to say how much you mean to me,to tell you that i love you,to say that i need you,you to know that you mean so much to me,you to know that i love you,2.000,0.707,-0.182,0.767,-0.525,-0.851,-0.561,22.372734,0.820491,0.576310,12.893623,0.472857,14.367652,0.621912,0.000000,8.280217,0.358414
test.enc.prompt.txt::01362,test.enc.prompt.txt::01362,I was sorry,1.0,content_diversity,so I bought you cookies,that i did it,i commited crime,i couldn't be there for you,but it wasn't my fault,4.111,0.515,-0.023,0.965,-0.169,-0.683,-0.132,13.820156,0.907821,0.372722,5.151078,0.338365,43.042284,2.109931,0.000000,16.042813,0.786418
test.enc.prompt.txt::01363,test.enc.prompt.txt::01363,It's a real,1.0,content_diversity,thing it is not a scam,struggle to do it so fast,"life, not imagination",hustle to do it,", I'm telling you",4.056,0.831,-0.042,0.919,-0.095,-0.605,-0.295,11.627813,0.536685,0.346562,4.029763,0.185995,29.495120,1.079933,0.000000,10.221900,0.374264
test.enc.prompt.txt::01373,test.enc.prompt.txt::01373,Wow. Should you,1.0,content_diversity,be this handsome?,take another try?,help them?,behave like this,be so good at football,4.556,0.550,-0.012,0.975,-0.102,-0.646,-0.221,4.317656,0.668200,0.366908,1.584185,0.245168,21.420378,1.735125,0.000000,7.859317,0.636632
test.enc.prompt.txt::01393,test.enc.prompt.txt::01393,No fuckin' hot,1.0,content_diversity,girl are allowed here,food makes me throw up,sun makes me exhausted,people are here,nights,4.500,0.471,-0.026,0.936,-0.136,-0.641,-0.138,26.453672,0.883924,0.329572,8.718397,0.291317,40.424464,1.442570,0.000000,13.322783,0.475431
test.enc.prompt.txt::01395,test.enc.prompt.txt::01395,Destroy all that,1.0,content_diversity,evidence and get out of here,peasants,books and get new ones,files and clean my desk,enemies,4.278,0.671,-0.019,0.951,-0.141,-0.581,-0.165,24.489687,1.280127,0.294543,7.213264,0.377052,45.559856,1.871329,0.000000,13.419333,0.551187
test.enc.prompt.txt::01396,test.enc.prompt.txt::01396,Know what we,1.0,content_diversity,are dealing with,are selling to our customers,need to do to stay profitable,can do to help him,should do in order to sell the business,3.722,0.583,-0.046,0.939,-0.345,-0.687,-0.276,0.706250,0.141921,0.531021,0.375034,0.075363,37.400876,1.101699,0.000000,19.860662,0.585026
test.enc.prompt.txt::01398,test.enc.prompt.txt::01398,"Is that right,",0.0,content_diversity,they won the big cash prize?,the group won and quit their jobs?,the team won millions in the lotto?,they got the grand prize and retired to Puerto Rico?,the couple are very rich now from winning the lotto sweepstakes?,2.556,0.762,-0.056,0.951,-0.398,-0.813,-0.341,22.240000,0.814841,0.334507,7.439425,0.272570,74.107278,0.500038,0.000000,24.789366,0.167266
test.enc.prompt.txt::01404,test.enc.prompt.txt::01404,"Now, you will",1.0,content_diversity,do as I say or I'll fire you,have to take one for the team,pick my mom,take care of my dog,have to say what bothers you,4.500,0.943,-0.024,0.950,-0.066,-0.588,-0.169,10.529219,1.175879,0.339118,3.570649,0.398762,32.835221,2.172891,0.000000,11.135020,0.736867
test.enc.prompt.txt::01424,test.enc.prompt.txt::01424,Did you see,1.0,content_diversity,that aeroplane,him eat whole basket,her cheating on him,him how he broke up with her,cheating on a test,4.083,0.344,-0.033,0.940,-0.046,-0.604,-0.162,3.781719,-0.042057,0.339788,1.284981,-0.014290,35.661096,1.820905,0.000000,12.117197,0.618721
test.enc.prompt.txt::01438,test.enc.prompt.txt::01438,He went back,1.0,content_diversity,to the hospital.,home yesterday. You just missed him.,to work already. Try calling him there.,to his wife.,to his girlfriend's house.,4.222,0.711,-0.048,0.945,-0.349,-0.682,-0.205,37.327500,1.221536,0.422302,15.763494,0.515858,63.373125,1.163271,0.000000,26.762625,0.491252
test.enc.prompt.txt::01753,test.enc.prompt.txt::01753,I don't know,1.0,content_diversity,how he can eat so much,why would he dump her,how can he study so hard,why would he cross him,how can he not like reading,4.667,0.527,-0.097,0.864,-0.429,-0.683,-0.271,25.797812,1.204749,0.368536,9.507419,0.443993,25.921232,0.995344,0.000000,9.552903,0.366820
test.enc.prompt.txt::01743,test.enc.prompt.txt::01743,What are you?,1.0,content_diversity,are you a human,you don't seem like a dog,are you doing something to me,you seem like an ugly bug,you look exhausted,4.111,0.657,-0.066,0.916,-0.155,-0.687,-0.264,23.098594,0.778560,0.370705,8.562769,0.288616,27.991219,0.836528,0.000000,10.376491,0.310105
test.enc.prompt.txt::01697,test.enc.prompt.txt::01697,You've seen only,1.0,content_diversity,the tip of the iceberg.,the best side of him.,what I wanted you to see.,the best doctors.,one way of doing things.,4.667,0.624,-0.044,0.939,-0.302,-0.647,-0.202,-4.044219,-0.158980,0.527357,-2.132745,-0.083839,25.886525,1.813081,0.000000,13.651428,0.956140
test.enc.prompt.txt::01739,test.enc.prompt.txt::01739,Then there it,1.0,content_diversity,"went, down the street.","flew, into the sky.",is!,"slept, in the cave.",dies peacefully.,4.278,0.916,-0.015,0.773,-0.297,-0.581,-0.173,-1.949531,1.301391,0.285469,-0.556530,0.371506,40.139825,7.542168,0.000000,11.458658,2.153052
test.enc.prompt.txt::01729,test.enc.prompt.txt::01729,Shit. We don't,0.0,content_diversity,care about your opinion.,want to know what you think.,need any more ideas.,have any need of your expertise.,value your way of thinking.,2.444,0.643,-0.024,0.960,-0.151,-0.794,-0.401,4.710703,0.242133,0.472284,2.224787,0.114355,38.289457,1.202194,0.000000,18.083479,0.567776
test.enc.prompt.txt::01754,test.enc.prompt.txt::01754,I lost my,0.0,content_diversity,sneakers in the wood,shoes in a forest,trainers in a wood,shoes while I was in a forest,sneakers when I was in a wood,1.667,0.527,-0.164,0.757,-0.487,-0.934,-0.610,33.575859,1.572111,0.371527,12.474352,0.584082,15.770767,0.763454,0.000000,5.859272,0.283644
test.enc.prompt.txt::01685,test.enc.prompt.txt::01685,When'd you start,1.0,content_diversity,swimming professionally,going out with her,making mistakes,baking,fighting for your country,4.722,0.342,0.000,0.800,-0.173,-0.583,-0.094,0.800938,0.442695,0.492541,0.394495,0.218045,18.319535,2.153213,0.000000,9.023122,1.060546
test.enc.prompt.txt::01777,test.enc.prompt.txt::01777__row176,So what do,1.0,content_diversity,I need to do,you want me to read,they want to watch,they plan on doing next friday,they think they will do to us,4.278,0.629,-0.048,0.938,-0.175,-0.644,-0.283,8.753047,0.545859,0.476775,4.173238,0.260252,45.898463,0.639485,0.000000,21.883261,0.304891
test.enc.prompt.txt::01777,test.enc.prompt.txt::01777__row177,So what do,0.0,content_diversity,you want me to do,I need to get done with,I need to finish,you want me to get done,you want me to get finished with,1.875,0.415,-0.236,0.641,-0.441,-0.871,-0.590,24.619492,1.222209,0.517322,12.736204,0.632276,16.625638,0.448423,0.000000,8.600807,0.231979
test.enc.prompt.txt::01690,test.enc.prompt.txt::01690,He *sniffs* that,1.0,content_diversity,powder of the table,stinky socks,cocaine,sugar into his nostril,thing,3.500,0.707,0.000,0.800,-0.044,-0.679,-0.264,3.838906,-0.117212,0.302930,1.162919,-0.035507,49.339817,1.363456,0.000000,14.946498,0.413032
test.enc.prompt.txt::01773,test.enc.prompt.txt::01773__row179,Exactly. 'Cept this,1.0,content_diversity,can't be forgiven just like that,and move on,reality,and you will learn next time,and start doing it now,3.944,0.643,-0.014,0.981,-0.111,-0.659,-0.314,12.135469,1.662011,0.283794,3.443968,0.471668,52.390213,2.457645,0.000000,14.868007,0.697464
test.enc.prompt.txt::01773,test.enc.prompt.txt::01773__row180,Exactly. 'Cept this,0.0,content_diversity,can't go unnoticed,can't go without consequences,can't be like that,isn't forgiveable,shouldn't be accepted,2.556,0.724,-0.036,0.732,-0.236,-0.716,-0.459,28.740469,1.446102,0.383354,11.017786,0.554369,16.744059,1.239847,0.000000,6.418909,0.475301
test.enc.prompt.txt::01723,test.enc.prompt.txt::01723,I thought you,0.0,content_diversity,had heard it before.,"everyone knew, its common knowledge.",told me about it.,remembered what I said.,were aware of that.,3.214,0.647,-0.005,0.990,-0.264,-0.684,-0.649,1.809375,0.029155,0.429491,0.777110,0.012522,75.461981,1.426113,0.000000,32.410228,0.612503
test.enc.prompt.txt::01737,test.enc.prompt.txt::01737,That's right. And,0.0,content_diversity,that is why you're a leader,that is why people follow you,that is why you have so many followers,that is why you're popular,this explains why you're natural leader,2.111,0.515,-0.192,0.798,-0.595,-0.908,-0.654,20.052813,0.800389,0.429034,8.603344,0.343394,64.704344,1.450129,0.000000,27.760383,0.622155
test.enc.prompt.txt::01681,test.enc.prompt.txt::01681,Sorry...sorry... Why do,0.0,content_diversity,women always ask men if they look fat in an outfit?,"females expect men to lie to them about looking fat, but nothing else?",the news and media portray big women as something negative?,people want other people to be honest only when it serves them right?,you put me on the spot like this whenever you put on a new dress?,2.889,0.567,-0.009,0.964,-0.165,-0.671,-0.261,5.718125,0.107937,0.476958,2.727308,0.051481,69.808374,0.731257,0.000000,33.295688,0.348779
test.enc.prompt.txt::01714,test.enc.prompt.txt::01714,Don't get too,0.0,content_diversity,narcissistic when you’re talking to a potential employer.,used to having good jobs without having to put in an effort.,hopeful that you’ll land your dream job because not everyone does.,caught up in trying to say the perfect thing to an interviewer.,arrogant when you’re talking to the head of a job you want.,3.056,0.926,-0.050,0.923,-0.313,-0.761,-0.384,25.367500,0.378155,0.520217,13.196595,0.196723,45.933886,0.734640,0.000000,23.895570,0.382172
test.enc.prompt.txt::01683,test.enc.prompt.txt::01683,It seemed like,0.0,content_diversity,you weren't willing to forgive,you weren't ready to accept my apology,you didn't want to forgive,you weren't ready to put things behind,you didn't want to smooth things out,2.111,0.614,-0.158,0.779,-0.587,-0.840,-0.675,20.114922,0.644766,0.479277,9.640619,0.309022,36.166424,0.896356,0.000000,17.333735,0.429603
test.enc.prompt.txt::00680,test.enc.prompt.txt::00680,Patrick? Is that,0.0,content_diversity,actually what you're going out in?,really the pants you want to wear? Really?,your idea of getting dressed up? Honestly.,your nicest shirt? I said wear your nicest shirt.,warm enough for this weather? I don't think so.,2.444,0.797,-0.006,0.974,-0.086,-0.769,-0.278,37.487813,0.897277,0.428939,16.079980,0.384877,51.457279,0.889105,0.000000,22.072027,0.381372
test.enc.prompt.txt::00684,test.enc.prompt.txt::00684,Did you know,0.0,content_diversity,"he killed his brother? Yes, he got away with it as well.",he murdered his aunt? Managed to get away it in fact.,he stabbed his mother to death? Found not guilty though.,"he killed his sister? Yes, he got away with it as well.","he shot his twin sister to death and still got away with it,",2.333,0.707,-0.143,0.795,-0.528,-0.893,-0.602,49.724375,0.922853,0.404870,20.131886,0.373635,79.167533,1.442501,0.000000,32.052524,0.584025
test.enc.prompt.txt::00686,test.enc.prompt.txt::00686,"Ah, I see...Yes.",0.0,content_diversity,I'm sorry for all the missteps. We were ignorant.,My apologies for everything that's happened. We just weren't aware.,We had no idea. I hope you'll accept our apology for what's occurred.,I deeply regret what took place. No one had informed us.,"I'm so sincerely sorry for all of it. If we'd known, it would never have happened.",2.278,0.478,-0.031,0.948,-0.446,-0.895,-0.591,38.636875,0.691329,0.453560,17.524126,0.313559,50.180540,0.789992,0.000000,22.759867,0.358308
test.enc.prompt.txt::00689,test.enc.prompt.txt::00689__row189,"Pardon me, but",1.0,content_diversity,I saw you seem lost.,I need to get through here.,I couldn't help overhearing what you were saying.,I dropped something over here.,can you grab something for me?,4.500,0.471,-0.038,0.953,-0.185,-0.696,-0.246,4.422187,0.007329,0.439612,1.944048,0.003222,18.473501,1.939285,0.000000,8.121177,0.852533
test.enc.prompt.txt::00689,test.enc.prompt.txt::00689__row190,"Pardon me, but",0.0,content_diversity,can you get that for me?,can you go get me that thing on the shelf?,are you able to hand that to me?,can you get the thing on the counter for me?,can you reach over and get that for me?,2.167,0.707,-0.148,0.809,-0.559,-0.883,-0.562,20.953516,0.558794,0.469685,9.841542,0.262457,35.355186,0.720574,0.000000,16.605784,0.338442
test.enc.prompt.txt::00711,test.enc.prompt.txt::00711,"C'mon, I wouldn't",0.0,content_diversity,"purchase a dog from any other shop,","buy my fish from any other shop,",get my hamsters from any other place.,buy my guinea pigs anywhere else.,"purchase a mouse from any other shop,",2.556,1.141,-0.186,0.774,-0.509,-0.783,-0.503,42.455469,1.231734,0.383505,16.281891,0.472376,26.021216,0.737170,0.000000,9.979270,0.282709
test.enc.prompt.txt::00713,test.enc.prompt.txt::00713,Go where? You,0.0,content_diversity,will just have to be patient. You'll know soon enough.,mustn't be in such a rush. All in due time.,will not ruin the surprise. You have to bide your time.,will know everything before very long. Try to relax.,"need to calm down and pace yourself. Soon, I promise.",2.778,0.916,-0.028,0.956,-0.245,-0.775,-0.596,34.560937,0.678027,0.429206,14.833746,0.291013,37.390662,0.768576,0.000000,16.048280,0.329877
test.enc.prompt.txt::00714,test.enc.prompt.txt::00714,It's the only,0.0,content_diversity,thing I inherited from her.,she decided to leave for me as an inheritance.,thing she left for me as an inheritance.,inheritance I received from her.,she left as my inheritance.,1.889,0.458,-0.102,0.794,-0.515,-0.978,-0.791,27.193750,0.686488,0.383058,10.416783,0.262965,29.971664,0.899951,0.000000,11.480885,0.344733
test.enc.prompt.txt::00715,test.enc.prompt.txt::00715,I know how,0.0,content_diversity,"to do it, no need to get involved.","this gets done, don't worry about me.","to handle something like this, thank you very much.","it all works, which probably surprises you.","to go about it, so just mind your own business.",3.000,0.667,-0.017,0.971,-0.192,-0.748,-0.479,19.540000,0.440491,0.458910,8.967102,0.202146,29.294166,0.715816,0.000000,13.443387,0.328495
test.enc.prompt.txt::00741,test.enc.prompt.txt::00741,That's great. I,1.0,content_diversity,am so glad you received such exciting news!,am just so relieved to find out you're okay!,had a feeling it would all work out for you.,never know what to expect when they get involved.,"was imagining the most awful things, so I'm glad it's all good.",3.688,0.428,-0.019,0.967,-0.148,-0.673,-0.404,-4.247813,0.055690,0.512501,-2.177010,0.028541,41.434576,0.573201,0.000000,21.235278,0.293766
test.enc.prompt.txt::00746,test.enc.prompt.txt::00746,I don't know,1.0,content_diversity,which way we're supposed to go and I'm low on gas.,"which one I'd rather have, the prawns of the lamb.","where she gets off talking to me like that, the little snot.","I left those goddamn keys, I'm losing my mind.",what I was thinking when I took this apartment.,4.889,0.208,-0.013,0.973,-0.096,-0.583,-0.085,16.781250,0.254865,0.427531,7.174511,0.108963,76.831430,1.563851,0.000000,32.847846,0.668596
test.enc.prompt.txt::00747,test.enc.prompt.txt::00747,"Hardly anybody does,",0.0,content_diversity,there is only me and my sister who know about it and a couple of others.,only my uncle and me know about it and four other people I know of.,my cousin and me are the ony ones who know about it except the founders.,only my son and I and a couple of others know it is even here.,there is only me and my father who know about it and a few select others.,2.417,0.786,-0.213,0.730,-0.502,-0.900,-0.654,72.549219,1.060458,0.446431,32.388210,0.473421,79.087263,1.242929,0.000000,35.306994,0.554882
test.enc.prompt.txt::00753,test.enc.prompt.txt::00753,A beautiful geek?,1.0,content_diversity,Is there such a thing?,I am going to take that as a compliment.,Did you mean to write a beautiful Greek?,Then I am in love with her already.,Is that the name of a movie?,4.643,0.350,-0.033,0.951,-0.168,-0.624,-0.218,5.819687,-0.039816,0.522256,3.039368,-0.020794,42.972205,0.831825,0.000000,22.442502,0.434426
test.enc.prompt.txt::00769,test.enc.prompt.txt::00769,Brrrr! She must,1.0,content_diversity,be freezing in that short skirt.,crazy diving in that lake.,have anti freeze in her blood staying out that long.,"get cold sometimes camping in this weather,",really like to get a tan sunbathing in this weather.,4.438,0.464,-0.049,0.946,-0.222,-0.623,-0.146,17.867500,0.486870,0.433445,7.744584,0.211031,37.971024,1.610184,0.000000,16.458363,0.697927
