sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen25_completion,metric_icl_E_rate_qwen25_completion,metric_icl_C_qwen25_completion,metric_icl_D_qwen25_completion,metric_icl_D_rate_qwen25_completion,metric_icl_E_qwen25_completion_std,metric_icl_E_rate_qwen25_completion_std,metric_icl_C_qwen25_completion_std,metric_icl_D_qwen25_completion_std,metric_icl_D_rate_qwen25_completion_std
test.enc.prompt.txt::01395,Destroy all that,1.0,content_diversity,evidence and get out of here,peasants,books and get new ones,files and clean my desk,enemies,4.278,0.671,-0.019,0.951,-0.141,-0.581,-0.165,35.557969,1.981372,0.168871,6.004710,0.334596,40.101791,1.887188,0.000000,6.772030,0.318691
test.enc.prompt.txt::01396,Know what we,1.0,content_diversity,are dealing with,are selling to our customers,need to do to stay profitable,can do to help him,should do in order to sell the business,3.722,0.583,-0.046,0.939,-0.345,-0.687,-0.276,14.614688,0.846034,0.359803,5.258412,0.304406,29.635842,1.379351,0.000000,10.663072,0.496295
test.enc.prompt.txt::01398,"Is that right,",0.0,content_diversity,they won the big cash prize?,the group won and quit their jobs?,the team won millions in the lotto?,they got the grand prize and retired to Puerto Rico?,the couple are very rich now from winning the lotto sweepstakes?,2.556,0.762,-0.056,0.951,-0.398,-0.813,-0.341,26.466250,0.912918,0.326815,8.649572,0.298355,70.572242,0.509762,0.000000,23.064080,0.166598
test.enc.prompt.txt::01404,"Now, you will",1.0,content_diversity,do as I say or I'll fire you,have to take one for the team,pick my mom,take care of my dog,have to say what bothers you,4.500,0.943,-0.024,0.950,-0.066,-0.588,-0.169,28.583125,2.027331,0.217515,6.217268,0.440976,32.624317,2.294133,0.000000,7.096289,0.499009
test.enc.prompt.txt::01424,Did you see,1.0,content_diversity,that aeroplane,him eat whole basket,her cheating on him,him how he broke up with her,cheating on a test,4.083,0.344,-0.033,0.940,-0.046,-0.604,-0.162,21.642187,0.837761,0.237040,5.130067,0.198583,41.355837,1.815593,0.000000,9.802994,0.430368
test.enc.prompt.txt::01438,He went back,1.0,content_diversity,to the hospital.,home yesterday. You just missed him.,to work already. Try calling him there.,to his wife.,to his girlfriend's house.,4.222,0.711,-0.048,0.945,-0.349,-0.682,-0.205,49.868437,1.900658,0.293426,14.632673,0.557702,60.741947,1.193459,0.000000,17.823239,0.350191
test.enc.prompt.txt::01753,I don't know,1.0,content_diversity,how he can eat so much,why would he dump her,how can he study so hard,why would he cross him,how can he not like reading,4.667,0.527,-0.097,0.864,-0.429,-0.683,-0.271,39.812656,1.817012,0.246679,9.820960,0.448219,24.925502,0.974980,0.000000,6.148607,0.240507
test.enc.prompt.txt::01743,What are you?,1.0,content_diversity,are you a human,you don't seem like a dog,are you doing something to me,you seem like an ugly bug,you look exhausted,4.111,0.657,-0.066,0.916,-0.155,-0.687,-0.264,31.417500,1.158254,0.304198,9.557155,0.352339,27.612151,0.841399,0.000000,8.399574,0.255952
test.enc.prompt.txt::01697,You've seen only,1.0,content_diversity,the tip of the iceberg.,the best side of him.,what I wanted you to see.,the best doctors.,one way of doing things.,4.667,0.624,-0.044,0.939,-0.302,-0.647,-0.202,17.256094,0.852833,0.327409,5.649801,0.279225,22.873478,1.701279,0.000000,7.488983,0.557014
test.enc.prompt.txt::01739,Then there it,1.0,content_diversity,"went, down the street.","flew, into the sky.",is!,"slept, in the cave.",dies peacefully.,4.278,0.916,-0.015,0.773,-0.297,-0.581,-0.173,16.540313,2.976168,0.108474,1.794201,0.322838,38.019481,9.284756,0.000000,4.124142,1.007159
test.enc.prompt.txt::01729,Shit. We don't,0.0,content_diversity,care about your opinion.,want to know what you think.,need any more ideas.,have any need of your expertise.,value your way of thinking.,2.444,0.643,-0.024,0.960,-0.151,-0.794,-0.401,23.718438,0.964937,0.321346,7.621816,0.310078,37.697104,1.178754,0.000000,12.113799,0.378788
test.enc.prompt.txt::01754,I lost my,0.0,content_diversity,sneakers in the wood,shoes in a forest,trainers in a wood,shoes while I was in a forest,sneakers when I was in a wood,1.667,0.527,-0.164,0.757,-0.487,-0.934,-0.610,52.444453,2.437778,0.265141,13.905164,0.646354,19.201776,1.170575,0.000000,5.091174,0.310367
test.enc.prompt.txt::01685,When'd you start,1.0,content_diversity,swimming professionally,going out with her,making mistakes,baking,fighting for your country,4.722,0.342,0.000,0.800,-0.173,-0.583,-0.094,18.671406,1.927534,0.246657,4.605431,0.475440,17.327978,2.383433,0.000000,4.274065,0.587890
test.enc.prompt.txt::01777,So what do,1.0,content_diversity,I need to do,you want me to read,they want to watch,they plan on doing next friday,they think they will do to us,4.278,0.629,-0.048,0.938,-0.175,-0.644,-0.283,26.726406,1.418339,0.290041,7.751754,0.411377,40.521070,0.336541,0.000000,11.752773,0.097611
test.enc.prompt.txt::01777,So what do,0.0,content_diversity,you want me to do,I need to get done with,I need to finish,you want me to get done,you want me to get finished with,1.875,0.415,-0.236,0.641,-0.441,-0.871,-0.590,49.346680,2.413363,0.319636,15.772968,0.771397,16.101262,0.604957,0.000000,5.146541,0.193366
test.enc.prompt.txt::01690,He *sniffs* that,1.0,content_diversity,powder of the table,stinky socks,cocaine,sugar into his nostril,thing,3.500,0.707,0.000,0.800,-0.044,-0.679,-0.264,20.107188,1.636492,0.114127,2.294779,0.186768,45.475700,2.112309,0.000000,5.190019,0.241072
test.enc.prompt.txt::01773,Exactly. 'Cept this,1.0,content_diversity,can't be forgiven just like that,and move on,reality,and you will learn next time,and start doing it now,3.944,0.643,-0.014,0.981,-0.111,-0.659,-0.314,23.990625,2.279376,0.175114,4.201101,0.399151,47.432846,2.076160,0.000000,8.306169,0.363565
test.enc.prompt.txt::01773,Exactly. 'Cept this,0.0,content_diversity,can't go unnoticed,can't go without consequences,can't be like that,isn't forgiveable,shouldn't be accepted,2.556,0.724,-0.036,0.732,-0.236,-0.716,-0.459,43.235000,2.197801,0.239148,10.339578,0.525600,15.719197,1.139472,0.000000,3.759220,0.272503
test.enc.prompt.txt::01723,I thought you,0.0,content_diversity,had heard it before.,"everyone knew, its common knowledge.",told me about it.,remembered what I said.,were aware of that.,3.214,0.647,-0.005,0.990,-0.264,-0.684,-0.649,13.460469,0.498208,0.307219,4.135316,0.153059,69.639920,1.257077,0.000000,21.394730,0.386198
test.enc.prompt.txt::01737,That's right. And,0.0,content_diversity,that is why you're a leader,that is why people follow you,that is why you have so many followers,that is why you're popular,this explains why you're natural leader,2.111,0.515,-0.192,0.798,-0.595,-0.908,-0.654,37.896484,1.380634,0.316584,11.997437,0.437087,62.773575,1.379930,0.000000,19.873137,0.436864
test.enc.prompt.txt::01681,Sorry...sorry... Why do,0.0,content_diversity,women always ask men if they look fat in an outfit?,"females expect men to lie to them about looking fat, but nothing else?",the news and media portray big women as something negative?,people want other people to be honest only when it serves them right?,you put me on the spot like this whenever you put on a new dress?,2.889,0.567,-0.009,0.964,-0.165,-0.671,-0.261,21.146250,0.354106,0.414537,8.765901,0.146790,70.817240,0.809937,0.000000,29.356360,0.335749
test.enc.prompt.txt::01714,Don't get too,0.0,content_diversity,narcissistic when you’re talking to a potential employer.,used to having good jobs without having to put in an effort.,hopeful that you’ll land your dream job because not everyone does.,caught up in trying to say the perfect thing to an interviewer.,arrogant when you’re talking to the head of a job you want.,3.056,0.926,-0.050,0.923,-0.313,-0.761,-0.384,38.165000,0.582336,0.412920,15.759095,0.240458,54.557369,0.858122,0.000000,22.527833,0.354336
test.enc.prompt.txt::01683,It seemed like,0.0,content_diversity,you weren't willing to forgive,you weren't ready to accept my apology,you didn't want to forgive,you weren't ready to put things behind,you didn't want to smooth things out,2.111,0.614,-0.158,0.779,-0.587,-0.840,-0.675,19.833906,0.638210,0.505722,10.030437,0.322757,33.782904,0.816928,0.000000,17.084748,0.413138
test.enc.prompt.txt::00680,Patrick? Is that,0.0,content_diversity,actually what you're going out in?,really the pants you want to wear? Really?,your idea of getting dressed up? Honestly.,your nicest shirt? I said wear your nicest shirt.,warm enough for this weather? I don't think so.,2.444,0.797,-0.006,0.974,-0.086,-0.769,-0.278,58.018125,1.378704,0.343528,19.930822,0.473623,53.310353,0.960699,0.000000,18.313573,0.330026
test.enc.prompt.txt::00684,Did you know,0.0,content_diversity,"he killed his brother? Yes, he got away with it as well.",he murdered his aunt? Managed to get away it in fact.,he stabbed his mother to death? Found not guilty though.,"he killed his sister? Yes, he got away with it as well.","he shot his twin sister to death and still got away with it,",2.333,0.707,-0.143,0.795,-0.528,-0.893,-0.602,65.793437,1.210785,0.343963,22.630497,0.416465,79.977870,1.459701,0.000000,27.509415,0.502083
test.enc.prompt.txt::00686,"Ah, I see...Yes.",0.0,content_diversity,I'm sorry for all the missteps. We were ignorant.,My apologies for everything that's happened. We just weren't aware.,We had no idea. I hope you'll accept our apology for what's occurred.,I deeply regret what took place. No one had informed us.,"I'm so sincerely sorry for all of it. If we'd known, it would never have happened.",2.278,0.478,-0.031,0.948,-0.446,-0.895,-0.591,38.413750,0.685905,0.463240,17.794793,0.317739,56.871622,0.945694,0.000000,26.345222,0.438083
test.enc.prompt.txt::00689,"Pardon me, but",1.0,content_diversity,I saw you seem lost.,I need to get through here.,I couldn't help overhearing what you were saying.,I dropped something over here.,can you grab something for me?,4.500,0.471,-0.038,0.953,-0.185,-0.696,-0.246,12.961563,0.300239,0.324070,4.200451,0.097298,22.427095,2.048807,0.000000,7.267944,0.663956
test.enc.prompt.txt::00689,"Pardon me, but",0.0,content_diversity,can you get that for me?,can you go get me that thing on the shelf?,are you able to hand that to me?,can you get the thing on the counter for me?,can you reach over and get that for me?,2.167,0.707,-0.148,0.809,-0.559,-0.883,-0.562,33.290234,0.903210,0.379245,12.625163,0.342538,35.272190,0.706387,0.000000,13.376811,0.267894
test.enc.prompt.txt::00711,"C'mon, I wouldn't",0.0,content_diversity,"purchase a dog from any other shop,","buy my fish from any other shop,",get my hamsters from any other place.,buy my guinea pigs anywhere else.,"purchase a mouse from any other shop,",2.556,1.141,-0.186,0.774,-0.509,-0.783,-0.503,61.367969,1.781251,0.281236,17.258893,0.500952,26.848178,0.759767,0.000000,7.550679,0.213674
test.enc.prompt.txt::00713,Go where? You,0.0,content_diversity,will just have to be patient. You'll know soon enough.,mustn't be in such a rush. All in due time.,will not ruin the surprise. You have to bide your time.,will know everything before very long. Try to relax.,"need to calm down and pace yourself. Soon, I promise.",2.778,0.916,-0.028,0.956,-0.245,-0.775,-0.596,50.362500,0.988340,0.357896,18.024543,0.353723,43.705334,0.846548,0.000000,15.641970,0.302976
test.enc.prompt.txt::00714,It's the only,0.0,content_diversity,thing I inherited from her.,she decided to leave for me as an inheritance.,thing she left for me as an inheritance.,inheritance I received from her.,she left as my inheritance.,1.889,0.458,-0.102,0.794,-0.515,-0.978,-0.791,43.981563,1.189111,0.289106,12.715349,0.343779,26.644105,0.819980,0.000000,7.702980,0.237061
test.enc.prompt.txt::00715,I know how,0.0,content_diversity,"to do it, no need to get involved.","this gets done, don't worry about me.","to handle something like this, thank you very much.","it all works, which probably surprises you.","to go about it, so just mind your own business.",3.000,0.667,-0.017,0.971,-0.192,-0.748,-0.479,38.205313,0.882990,0.362876,13.863799,0.320416,31.183788,0.812678,0.000000,11.315855,0.294902
test.enc.prompt.txt::00741,That's great. I,1.0,content_diversity,am so glad you received such exciting news!,am just so relieved to find out you're okay!,had a feeling it would all work out for you.,never know what to expect when they get involved.,"was imagining the most awful things, so I'm glad it's all good.",3.688,0.428,-0.019,0.967,-0.148,-0.673,-0.404,11.006250,0.388206,0.435241,4.790368,0.168963,50.120841,0.605724,0.000000,21.814631,0.263636
test.enc.prompt.txt::00746,I don't know,1.0,content_diversity,which way we're supposed to go and I'm low on gas.,"which one I'd rather have, the prawns of the lamb.","where she gets off talking to me like that, the little snot.","I left those goddamn keys, I'm losing my mind.",what I was thinking when I took this apartment.,4.889,0.208,-0.013,0.973,-0.096,-0.583,-0.085,35.266875,0.620157,0.351806,12.407113,0.218175,78.655574,1.571239,0.000000,27.671536,0.552772
test.enc.prompt.txt::00747,"Hardly anybody does,",0.0,content_diversity,there is only me and my sister who know about it and a couple of others.,only my uncle and me know about it and four other people I know of.,my cousin and me are the ony ones who know about it except the founders.,only my son and I and a couple of others know it is even here.,there is only me and my father who know about it and a few select others.,2.417,0.786,-0.213,0.730,-0.502,-0.900,-0.654,77.700938,1.139174,0.412160,32.025208,0.469522,74.974612,1.193557,0.000000,30.901526,0.491936
test.enc.prompt.txt::00753,A beautiful geek?,1.0,content_diversity,Is there such a thing?,I am going to take that as a compliment.,Did you mean to write a beautiful Greek?,Then I am in love with her already.,Is that the name of a movie?,4.643,0.350,-0.033,0.951,-0.168,-0.624,-0.218,18.599375,0.363365,0.440301,8.189326,0.159990,41.178984,0.742482,0.000000,18.131154,0.326916
test.enc.prompt.txt::00769,Brrrr! She must,1.0,content_diversity,be freezing in that short skirt.,crazy diving in that lake.,have anti freeze in her blood staying out that long.,"get cold sometimes camping in this weather,",really like to get a tan sunbathing in this weather.,4.438,0.464,-0.049,0.946,-0.222,-0.623,-0.146,35.299375,0.923212,0.355661,12.554607,0.328351,38.541441,1.294011,0.000000,13.707683,0.460229
