sample_id,sidecar_key,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen3_30b_a3b,metric_icl_E_rate_qwen3_30b_a3b,metric_icl_C_qwen3_30b_a3b,metric_icl_D_qwen3_30b_a3b,metric_icl_D_rate_qwen3_30b_a3b,metric_icl_E_qwen3_30b_a3b_std,metric_icl_E_rate_qwen3_30b_a3b_std,metric_icl_C_qwen3_30b_a3b_std,metric_icl_D_qwen3_30b_a3b_std,metric_icl_D_rate_qwen3_30b_a3b_std
test.enc.prompt.txt::01833,test.enc.prompt.txt::01833,You won't consider,0.0,content_diversity,my feelings even for a moment? I guess not.,"things from my perspective at all? Nope, you never do.","the way this might affect me though, huh? Will you?",the impact of this on other people? Even other people -- like me?,"what I could be going through, will you? You wouldn't dream of it.",2.778,1.003,-0.010,0.975,-0.099,-0.764,-0.397,36.698371,0.726258,0.433423,15.905924,0.314777,54.552296,0.750818,0.000000,23.644230,0.325422
test.enc.prompt.txt::01834,test.enc.prompt.txt::01834,"Bomb, this is",0.0,content_diversity,"not cheap, you know! What are you thinking?",a lot of money. How can you handle this?,"priced at more than you make in a year, have you noticed?","a little -- or a lot -- too rich for your blood, don't you think?",not exactly in your price range. How will you pay for this?,2.357,0.742,-0.052,0.935,-0.153,-0.776,-0.532,42.038990,0.763655,0.444434,18.683570,0.339394,41.172142,0.549980,0.000000,18.298313,0.244430
test.enc.prompt.txt::01838,test.enc.prompt.txt::01838,That's all beside,0.0,content_diversity,where they have the water cooler.,the outside water cooler.,cooler of water.,the cooler of water outside.,water cooler they have outside.,1.667,0.527,-0.173,0.799,-0.453,-0.989,-0.782,32.233681,1.458575,0.250994,8.090458,0.366094,20.305168,1.225320,0.000000,5.096474,0.307548
test.enc.prompt.txt::01844,test.enc.prompt.txt::01844,"Hey, Doolittle, think",0.0,content_diversity,"you're a little off your rocker. A lot off, I should say.",you may not be thinking completely rationally right now.,reality is starting to slip for you. Just a bit. Or a lot.,you need to get a grip because you're losing it now.,"crazy could be an understatement in your case, you know?",2.333,0.624,-0.030,0.956,-0.121,-0.731,-0.444,29.563518,0.523099,0.467980,13.835136,0.244800,40.352428,0.679347,0.000000,18.884131,0.317921
test.enc.prompt.txt::01859,test.enc.prompt.txt::01859,What's with you?,0.0,content_diversity,Are you upset with me?,Are you angry?,Have you got a problem?,It seems like you are mad.,Are you unhappy?,2.375,0.331,-0.089,0.922,-0.495,-0.714,-0.619,1.681072,0.036066,0.496986,0.835469,0.017924,32.716271,0.841422,0.000000,16.259516,0.418175
test.enc.prompt.txt::01868,test.enc.prompt.txt::01868,So now you,0.0,content_diversity,understand how to do it.,comprehend the way to accomplish that.,realize what you need to do.,see the means by which it is accomplished.,the steps that must be taken for that to be completed.,2.417,0.344,-0.039,0.938,-0.332,-0.861,-0.697,2.737776,0.349954,0.486336,1.331479,0.170195,83.552659,0.993736,0.000000,40.634675,0.483290
test.enc.prompt.txt::01874,test.enc.prompt.txt::01874,It turned up,1.0,content_diversity,louder,on repeat because i like it,missing,in the yard,near the water,4.000,0.527,-0.007,0.986,-0.191,-0.582,-0.200,5.670146,0.655689,0.289725,1.642786,0.189970,55.232536,2.755804,0.000000,16.002274,0.798427
test.enc.prompt.txt::01884,test.enc.prompt.txt::01884,I say hang,1.0,content_diversity,"out with me today, you wont be sad",back and wait,on a minute,the rope outside,the flag,4.643,0.440,-0.008,0.989,0.014,-0.588,-0.205,3.828536,0.335210,0.415797,1.591895,0.139379,80.886144,1.419046,0.000000,33.632234,0.590035
test.enc.prompt.txt::01888,test.enc.prompt.txt::01888,Don't believe everything,0.0,content_diversity,concerning history. It's written by people with agendas.,you hear about history. It's written by people with ulterior motives.,about history. It's written for profit.,about history. It's written with ill intent.,you ever heard about history. It's written by people's motives.,1.833,0.527,-0.310,0.666,-0.613,-0.970,-0.519,25.751016,0.636797,0.459879,11.842343,0.292849,53.952293,0.815227,0.000000,24.811509,0.374906
test.enc.prompt.txt::01350,test.enc.prompt.txt::01350,"Look, snap out",1.0,content_diversity,of it,of the shirt,of the mood,of the trance,of your addiction,3.500,0.667,-0.123,0.470,-0.332,-0.703,-0.297,6.518075,0.724227,0.479533,3.125634,0.347291,28.833657,1.767839,0.000000,13.826698,0.847738
test.enc.prompt.txt::01361,test.enc.prompt.txt::01361,I just wanted,0.0,content_diversity,to say how much you mean to me,to tell you that i love you,to say that i need you,you to know that you mean so much to me,you to know that i love you,2.000,0.707,-0.182,0.767,-0.525,-0.851,-0.561,20.188244,0.759391,0.588987,11.890610,0.447271,17.634216,0.709927,0.000000,10.386321,0.418138
test.enc.prompt.txt::01362,test.enc.prompt.txt::01362,I was sorry,1.0,content_diversity,so I bought you cookies,that i did it,i commited crime,i couldn't be there for you,but it wasn't my fault,4.111,0.515,-0.023,0.965,-0.169,-0.683,-0.132,17.196157,1.062889,0.352367,6.059360,0.374527,39.752558,2.332076,0.000000,14.007494,0.821747
test.enc.prompt.txt::01363,test.enc.prompt.txt::01363,It's a real,1.0,content_diversity,thing it is not a scam,struggle to do it so fast,"life, not imagination",hustle to do it,", I'm telling you",4.056,0.831,-0.042,0.919,-0.095,-0.605,-0.295,9.394436,0.381384,0.328783,3.088726,0.125392,25.408673,1.083017,0.000000,8.353927,0.356077
test.enc.prompt.txt::01373,test.enc.prompt.txt::01373,Wow. Should you,1.0,content_diversity,be this handsome?,take another try?,help them?,behave like this,be so good at football,4.556,0.550,-0.012,0.975,-0.102,-0.646,-0.221,8.364126,0.891258,0.358299,2.996859,0.319337,26.280206,2.383637,0.000000,9.416176,0.854055
test.enc.prompt.txt::01393,test.enc.prompt.txt::01393,No fuckin' hot,1.0,content_diversity,girl are allowed here,food makes me throw up,sun makes me exhausted,people are here,nights,4.500,0.471,-0.026,0.936,-0.136,-0.641,-0.138,27.655639,1.044716,0.353194,9.767812,0.368988,33.220693,1.439512,0.000000,11.733357,0.508427
test.enc.prompt.txt::01395,test.enc.prompt.txt::01395,Destroy all that,1.0,content_diversity,evidence and get out of here,peasants,books and get new ones,files and clean my desk,enemies,4.278,0.671,-0.019,0.951,-0.141,-0.581,-0.165,31.282105,1.485276,0.284960,8.914140,0.423244,37.238338,2.200295,0.000000,10.611426,0.626995
test.enc.prompt.txt::01396,test.enc.prompt.txt::01396,Know what we,1.0,content_diversity,are dealing with,are selling to our customers,need to do to stay profitable,can do to help him,should do in order to sell the business,3.722,0.583,-0.046,0.939,-0.345,-0.687,-0.276,-1.154562,0.061326,0.554108,-0.639752,0.033981,37.651927,1.154972,0.000000,20.863218,0.639979
test.enc.prompt.txt::01398,test.enc.prompt.txt::01398,"Is that right,",0.0,content_diversity,they won the big cash prize?,the group won and quit their jobs?,the team won millions in the lotto?,they got the grand prize and retired to Puerto Rico?,the couple are very rich now from winning the lotto sweepstakes?,2.556,0.762,-0.056,0.951,-0.398,-0.813,-0.341,26.298878,0.920199,0.331587,8.720375,0.305126,73.142084,0.363540,0.000000,24.252990,0.120545
test.enc.prompt.txt::01404,test.enc.prompt.txt::01404,"Now, you will",1.0,content_diversity,do as I say or I'll fire you,have to take one for the team,pick my mom,take care of my dog,have to say what bothers you,4.500,0.943,-0.024,0.950,-0.066,-0.588,-0.169,12.433406,1.257656,0.309756,3.851321,0.389566,28.195250,2.398727,0.000000,8.733646,0.743020
test.enc.prompt.txt::01424,test.enc.prompt.txt::01424,Did you see,1.0,content_diversity,that aeroplane,him eat whole basket,her cheating on him,him how he broke up with her,cheating on a test,4.083,0.344,-0.033,0.940,-0.046,-0.604,-0.162,6.520342,0.091457,0.323951,2.112270,0.029628,29.486787,1.732137,0.000000,9.552267,0.561127
test.enc.prompt.txt::01438,test.enc.prompt.txt::01438,He went back,1.0,content_diversity,to the hospital.,home yesterday. You just missed him.,to work already. Try calling him there.,to his wife.,to his girlfriend's house.,4.222,0.711,-0.048,0.945,-0.349,-0.682,-0.205,36.394775,1.282593,0.347507,12.647447,0.445710,66.046668,1.339781,0.000000,22.951694,0.465583
test.enc.prompt.txt::01753,test.enc.prompt.txt::01753,I don't know,1.0,content_diversity,how he can eat so much,why would he dump her,how can he study so hard,why would he cross him,how can he not like reading,4.667,0.527,-0.097,0.864,-0.429,-0.683,-0.271,25.063582,1.182703,0.345019,8.647406,0.408055,30.399429,1.149462,0.000000,10.488374,0.396586
test.enc.prompt.txt::01743,test.enc.prompt.txt::01743,What are you?,1.0,content_diversity,are you a human,you don't seem like a dog,are you doing something to me,you seem like an ugly bug,you look exhausted,4.111,0.657,-0.066,0.916,-0.155,-0.687,-0.264,24.219830,0.806779,0.340516,8.247239,0.274721,30.506805,0.992329,0.000000,10.388055,0.337904
test.enc.prompt.txt::01697,test.enc.prompt.txt::01697,You've seen only,1.0,content_diversity,the tip of the iceberg.,the best side of him.,what I wanted you to see.,the best doctors.,one way of doing things.,4.667,0.624,-0.044,0.939,-0.302,-0.647,-0.202,-0.704336,0.016118,0.560585,-0.394840,0.009036,26.518494,1.722397,0.000000,14.865858,0.965549
test.enc.prompt.txt::01739,test.enc.prompt.txt::01739,Then there it,1.0,content_diversity,"went, down the street.","flew, into the sky.",is!,"slept, in the cave.",dies peacefully.,4.278,0.916,-0.015,0.773,-0.297,-0.581,-0.173,-3.549796,1.189261,0.287243,-1.019655,0.341607,37.471787,6.536393,0.000000,10.763521,1.877535
test.enc.prompt.txt::01729,test.enc.prompt.txt::01729,Shit. We don't,0.0,content_diversity,care about your opinion.,want to know what you think.,need any more ideas.,have any need of your expertise.,value your way of thinking.,2.444,0.643,-0.024,0.960,-0.151,-0.794,-0.401,-1.101982,0.003366,0.472727,-0.520937,0.001591,34.021469,1.108667,0.000000,16.082876,0.524097
test.enc.prompt.txt::01754,test.enc.prompt.txt::01754,I lost my,0.0,content_diversity,sneakers in the wood,shoes in a forest,trainers in a wood,shoes while I was in a forest,sneakers when I was in a wood,1.667,0.527,-0.164,0.757,-0.487,-0.934,-0.610,36.442522,1.668243,0.347474,12.662846,0.579672,14.220506,0.627917,0.000000,4.941263,0.218185
test.enc.prompt.txt::01685,test.enc.prompt.txt::01685,When'd you start,1.0,content_diversity,swimming professionally,going out with her,making mistakes,baking,fighting for your country,4.722,0.342,0.000,0.800,-0.173,-0.583,-0.094,1.391904,0.543534,0.479463,0.667367,0.260605,24.107081,2.113587,0.000000,11.558462,1.013388
test.enc.prompt.txt::01777,test.enc.prompt.txt::01777__row176,So what do,1.0,content_diversity,I need to do,you want me to read,they want to watch,they plan on doing next friday,they think they will do to us,4.278,0.629,-0.048,0.938,-0.175,-0.644,-0.283,4.383196,0.249999,0.492558,2.158980,0.123139,40.127174,0.554375,0.000000,19.764974,0.273062
test.enc.prompt.txt::01777,test.enc.prompt.txt::01777__row177,So what do,0.0,content_diversity,you want me to do,I need to get done with,I need to finish,you want me to get done,you want me to get finished with,1.875,0.415,-0.236,0.641,-0.441,-0.871,-0.590,31.809744,1.523382,0.510660,16.243950,0.777930,15.870195,0.480153,0.000000,8.104267,0.245195
test.enc.prompt.txt::01690,test.enc.prompt.txt::01690,He *sniffs* that,1.0,content_diversity,powder of the table,stinky socks,cocaine,sugar into his nostril,thing,3.500,0.707,0.000,0.800,-0.044,-0.679,-0.264,2.165379,-0.357739,0.318188,0.688998,-0.113828,36.876534,2.236188,0.000000,11.733670,0.711528
test.enc.prompt.txt::01773,test.enc.prompt.txt::01773__row179,Exactly. 'Cept this,1.0,content_diversity,can't be forgiven just like that,and move on,reality,and you will learn next time,and start doing it now,3.944,0.643,-0.014,0.981,-0.111,-0.659,-0.314,14.137636,1.621474,0.283908,4.013794,0.460350,44.730021,1.609736,0.000000,12.699229,0.457018
test.enc.prompt.txt::01773,test.enc.prompt.txt::01773__row180,Exactly. 'Cept this,0.0,content_diversity,can't go unnoticed,can't go without consequences,can't be like that,isn't forgiveable,shouldn't be accepted,2.556,0.724,-0.036,0.732,-0.236,-0.716,-0.459,31.457696,1.568105,0.394960,12.424532,0.619339,22.364022,1.600421,0.000000,8.832894,0.632102
test.enc.prompt.txt::01723,test.enc.prompt.txt::01723,I thought you,0.0,content_diversity,had heard it before.,"everyone knew, its common knowledge.",told me about it.,remembered what I said.,were aware of that.,3.214,0.647,-0.005,0.990,-0.264,-0.684,-0.649,2.800991,0.067725,0.440008,1.232459,0.029799,70.055572,1.241628,0.000000,30.825014,0.546326
test.enc.prompt.txt::01737,test.enc.prompt.txt::01737,That's right. And,0.0,content_diversity,that is why you're a leader,that is why people follow you,that is why you have so many followers,that is why you're popular,this explains why you're natural leader,2.111,0.515,-0.192,0.798,-0.595,-0.908,-0.654,20.346040,0.797816,0.418892,8.522802,0.334199,64.473431,1.421116,0.000000,27.007430,0.595295
test.enc.prompt.txt::01681,test.enc.prompt.txt::01681,Sorry...sorry... Why do,0.0,content_diversity,women always ask men if they look fat in an outfit?,"females expect men to lie to them about looking fat, but nothing else?",the news and media portray big women as something negative?,people want other people to be honest only when it serves them right?,you put me on the spot like this whenever you put on a new dress?,2.889,0.567,-0.009,0.964,-0.165,-0.671,-0.261,17.167512,0.283053,0.495575,8.507784,0.140274,65.607142,0.740194,0.000000,32.513239,0.366821
test.enc.prompt.txt::01714,test.enc.prompt.txt::01714,Don't get too,0.0,content_diversity,narcissistic when you’re talking to a potential employer.,used to having good jobs without having to put in an effort.,hopeful that you’ll land your dream job because not everyone does.,caught up in trying to say the perfect thing to an interviewer.,arrogant when you’re talking to the head of a job you want.,3.056,0.926,-0.050,0.923,-0.313,-0.761,-0.384,26.967058,0.404767,0.520261,14.029903,0.210584,52.040557,0.847288,0.000000,27.074662,0.440811
test.enc.prompt.txt::01683,test.enc.prompt.txt::01683,It seemed like,0.0,content_diversity,you weren't willing to forgive,you weren't ready to accept my apology,you didn't want to forgive,you weren't ready to put things behind,you didn't want to smooth things out,2.111,0.614,-0.158,0.779,-0.587,-0.840,-0.675,26.669008,0.807421,0.493454,13.159935,0.398425,22.747120,0.537373,0.000000,11.224663,0.265169
test.enc.prompt.txt::00680,test.enc.prompt.txt::00680,Patrick? Is that,0.0,content_diversity,actually what you're going out in?,really the pants you want to wear? Really?,your idea of getting dressed up? Honestly.,your nicest shirt? I said wear your nicest shirt.,warm enough for this weather? I don't think so.,2.444,0.797,-0.006,0.974,-0.086,-0.769,-0.278,30.120189,0.731546,0.402842,12.133671,0.294697,41.841893,0.611379,0.000000,16.855663,0.246289
test.enc.prompt.txt::00684,test.enc.prompt.txt::00684,Did you know,0.0,content_diversity,"he killed his brother? Yes, he got away with it as well.",he murdered his aunt? Managed to get away it in fact.,he stabbed his mother to death? Found not guilty though.,"he killed his sister? Yes, he got away with it as well.","he shot his twin sister to death and still got away with it,",2.333,0.707,-0.143,0.795,-0.528,-0.893,-0.602,47.084603,0.872641,0.413994,19.492729,0.361268,74.690055,1.338419,0.000000,30.921212,0.554097
test.enc.prompt.txt::00686,test.enc.prompt.txt::00686,"Ah, I see...Yes.",0.0,content_diversity,I'm sorry for all the missteps. We were ignorant.,My apologies for everything that's happened. We just weren't aware.,We had no idea. I hope you'll accept our apology for what's occurred.,I deeply regret what took place. No one had informed us.,"I'm so sincerely sorry for all of it. If we'd known, it would never have happened.",2.278,0.478,-0.031,0.948,-0.446,-0.895,-0.591,39.038132,0.681260,0.447918,17.485871,0.305149,37.954882,0.780367,0.000000,17.000664,0.349540
test.enc.prompt.txt::00689,test.enc.prompt.txt::00689__row189,"Pardon me, but",1.0,content_diversity,I saw you seem lost.,I need to get through here.,I couldn't help overhearing what you were saying.,I dropped something over here.,can you grab something for me?,4.500,0.471,-0.038,0.953,-0.185,-0.696,-0.246,4.079725,0.041986,0.440535,1.797262,0.018496,30.230989,2.093438,0.000000,13.317812,0.922233
test.enc.prompt.txt::00689,test.enc.prompt.txt::00689__row190,"Pardon me, but",0.0,content_diversity,can you get that for me?,can you go get me that thing on the shelf?,are you able to hand that to me?,can you get the thing on the counter for me?,can you reach over and get that for me?,2.167,0.707,-0.148,0.809,-0.559,-0.883,-0.562,24.844585,0.675869,0.437590,10.871742,0.295753,35.844541,0.730472,0.000000,15.685213,0.319647
test.enc.prompt.txt::00711,test.enc.prompt.txt::00711,"C'mon, I wouldn't",0.0,content_diversity,"purchase a dog from any other shop,","buy my fish from any other shop,",get my hamsters from any other place.,buy my guinea pigs anywhere else.,"purchase a mouse from any other shop,",2.556,1.141,-0.186,0.774,-0.509,-0.783,-0.503,49.662576,1.439411,0.389853,19.361098,0.561159,14.682954,0.438781,0.000000,5.724192,0.171060
test.enc.prompt.txt::00713,test.enc.prompt.txt::00713,Go where? You,0.0,content_diversity,will just have to be patient. You'll know soon enough.,mustn't be in such a rush. All in due time.,will not ruin the surprise. You have to bide your time.,will know everything before very long. Try to relax.,"need to calm down and pace yourself. Soon, I promise.",2.778,0.916,-0.028,0.956,-0.245,-0.775,-0.596,27.976692,0.555237,0.436442,12.210215,0.242329,41.973594,0.776362,0.000000,18.319057,0.338837
test.enc.prompt.txt::00714,test.enc.prompt.txt::00714,It's the only,0.0,content_diversity,thing I inherited from her.,she decided to leave for me as an inheritance.,thing she left for me as an inheritance.,inheritance I received from her.,she left as my inheritance.,1.889,0.458,-0.102,0.794,-0.515,-0.978,-0.791,21.401700,0.513529,0.387739,8.298270,0.199115,36.191624,1.021149,0.000000,14.032897,0.395939
test.enc.prompt.txt::00715,test.enc.prompt.txt::00715,I know how,0.0,content_diversity,"to do it, no need to get involved.","this gets done, don't worry about me.","to handle something like this, thank you very much.","it all works, which probably surprises you.","to go about it, so just mind your own business.",3.000,0.667,-0.017,0.971,-0.192,-0.748,-0.479,22.982147,0.537103,0.468535,10.767951,0.251652,31.722561,0.803490,0.000000,14.863145,0.376464
test.enc.prompt.txt::00741,test.enc.prompt.txt::00741,That's great. I,1.0,content_diversity,am so glad you received such exciting news!,am just so relieved to find out you're okay!,had a feeling it would all work out for you.,never know what to expect when they get involved.,"was imagining the most awful things, so I'm glad it's all good.",3.688,0.428,-0.019,0.967,-0.148,-0.673,-0.404,-7.908942,-0.010066,0.514534,-4.069418,-0.005179,47.726574,0.638891,0.000000,24.556935,0.328731
test.enc.prompt.txt::00746,test.enc.prompt.txt::00746,I don't know,1.0,content_diversity,which way we're supposed to go and I'm low on gas.,"which one I'd rather have, the prawns of the lamb.","where she gets off talking to me like that, the little snot.","I left those goddamn keys, I'm losing my mind.",what I was thinking when I took this apartment.,4.889,0.208,-0.013,0.973,-0.096,-0.583,-0.085,12.845469,0.185859,0.432976,5.561781,0.080472,66.424146,1.456042,0.000000,28.760065,0.630431
test.enc.prompt.txt::00747,test.enc.prompt.txt::00747,"Hardly anybody does,",0.0,content_diversity,there is only me and my sister who know about it and a couple of others.,only my uncle and me know about it and four other people I know of.,my cousin and me are the ony ones who know about it except the founders.,only my son and I and a couple of others know it is even here.,there is only me and my father who know about it and a few select others.,2.417,0.786,-0.213,0.730,-0.502,-0.900,-0.654,54.692933,0.795052,0.453358,24.795502,0.360443,76.205087,1.184963,0.000000,34.548218,0.537213
test.enc.prompt.txt::00753,test.enc.prompt.txt::00753,A beautiful geek?,1.0,content_diversity,Is there such a thing?,I am going to take that as a compliment.,Did you mean to write a beautiful Greek?,Then I am in love with her already.,Is that the name of a movie?,4.643,0.350,-0.033,0.951,-0.168,-0.624,-0.218,11.887823,0.170887,0.553641,6.581584,0.094610,37.929765,0.644012,0.000000,20.999465,0.356552
test.enc.prompt.txt::00769,test.enc.prompt.txt::00769,Brrrr! She must,1.0,content_diversity,be freezing in that short skirt.,crazy diving in that lake.,have anti freeze in her blood staying out that long.,"get cold sometimes camping in this weather,",really like to get a tan sunbathing in this weather.,4.438,0.464,-0.049,0.946,-0.222,-0.623,-0.146,18.671996,0.468225,0.460125,8.591448,0.215442,49.758259,1.587548,0.000000,22.895007,0.730470
