sample_id,sidecar_key,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_bert_sts,metric_sent_bert,metric_icl_E_qwen3_30b_a3b,metric_icl_E_rate_qwen3_30b_a3b,metric_icl_C_qwen3_30b_a3b,metric_icl_D_qwen3_30b_a3b,metric_icl_D_rate_qwen3_30b_a3b,metric_icl_E_qwen3_30b_a3b_std,metric_icl_E_rate_qwen3_30b_a3b_std,metric_icl_C_qwen3_30b_a3b_std,metric_icl_D_qwen3_30b_a3b_std,metric_icl_D_rate_qwen3_30b_a3b_std
test.sa-sb.sa::00600,test.sa-sb.sa::00600,My daughter came home from college. Se showed up at my door yesterday. I had no idea she was coming. I was so happy to see her face.,0.0,content_diversity,We gathered together as a family and had a dinner,Our whole family had a dinner together,We all enjoyed delicious meal together,We sat down and had a meal as a family,My wife made us a meal and we had dinner all together,1.571,0.416,-0.111,0.846,-0.527,-0.968,-0.729,24.461269,0.735166,0.532258,13.019713,0.391298,44.540647,0.679121,0.000000,23.707128,0.361468
test.sa-sb.sa::00606,test.sa-sb.sa::00606,Larry went to eat at a diner. They had a juke box available. People chose three songs before him. Larry went to pick three more.,0.0,content_diversity,"Fearing the reactions of the diners,he didn't pick any songs.","Not wanting to embarrass himself,he didn't pick any songs.",He didn't like the selection so he didn't pick any songs.,"Not wanting to show off his bad taste in music,he didn't pick anything.",He was in a rush and decided not to waste time picking songs.,2.722,0.533,-0.113,0.862,-0.486,-0.957,-0.552,37.853596,0.597628,0.513134,19.423976,0.306664,41.220591,0.558332,0.000000,21.151696,0.286499
test.sa-sb.sa::00611,test.sa-sb.sa::00611,Jane went downtown one night. She got drunk at the bar with friends. She got a ride home to be safe. The next day she tried to get her car back but it wasn't there.,1.0,content_diversity,She looked everywhere for the car.,She went to the police station and reported her car stolen.,She found out that she parked it in a parking garage.,She went to the impound lot to see if it was there.,The car was never found.,3.889,0.774,-0.051,0.909,-0.365,-0.834,-0.367,10.945387,-0.014422,0.708133,7.750789,-0.010212,25.666632,0.979578,0.000000,18.175387,0.693671
test.sa-sb.sa::00613,test.sa-sb.sa::00613,"In 2013, my old boss started a nanobrewery. It was just a few pieces of equipment in an old storage building. In 2015 he got more equipment and better facilities. Last month he got approved for an equipment loan from the state of MA.",0.0,content_diversity,My boss is worried about how will he pay the loan to the bank,He might have to apply for refinancing,Owning large amount of money makes him depressed,Bank is sending him warnings about the loan repayment,He has to cut costs in order to repay the loan,2.889,0.809,-0.035,0.942,-0.260,-0.750,-0.397,43.280931,0.883426,0.461964,19.994218,0.408111,43.314353,0.830545,0.000000,20.009658,0.383682
test.sa-sb.sa::00617,test.sa-sb.sa::00617,Laurie contacted me on Facebook. I found out she was my daughter. I had given her up for adoption when she was born. We talked for hours and hours.,1.0,content_diversity,She showed me pictures of her kids,Laurie is my only mixed race child.,She raises and breeds dogs for a living.,She had the nerve to ask about my will.,We decided to meet again the next day.,4.444,0.831,-0.015,0.974,-0.228,-0.634,-0.164,10.114648,0.245501,0.521673,5.276543,0.128072,59.143986,1.524022,0.000000,30.853845,0.795042
test.sa-sb.sa::00621,test.sa-sb.sa::00621,John was invited to a barbecue. He was asked to bring extras. He got chips and dip. He was welcomed warmly at the barbecue.,0.0,content_diversity,They were able to finish eating before it rained.,The grills were moved into the garage.,Everyone moved into the basement to escape the rain.,The kids played outside in the rain and had fun.,The yard flooded from the rain.,3.500,0.667,-0.063,0.913,-0.375,-0.752,-0.252,21.213629,0.350821,0.466022,9.886016,0.163490,18.789584,0.424446,0.000000,8.756358,0.197801
test.sa-sb.sa::00623,test.sa-sb.sa::00623,Larry wanted to go out with friends. They wanted to go to a bar. Larry had a bit of a drinking problem but went anyway. He got too drunk and made a fool of himself.,1.0,content_diversity,The bouncers had to throw him out of the bar,His friends had to watch him all night,He got so drunk that he spent the night hugging the toilet,He made a fool of himself in front of the girl he likes,"Seeing his condition, friends decided that it is enough and dragged him out of the bar",4.111,0.567,-0.067,0.890,-0.275,-0.711,-0.255,0.197935,0.211201,0.616313,0.121990,0.130166,81.843918,0.390883,0.000000,50.441464,0.240906
test.sa-sb.sa::00630,test.sa-sb.sa::00630,Jane offered his friend some candy. He didn't tell him it was sour. Jane's friend popped it in her mouth right away. She immediately puckered her face.,1.0,content_diversity,Jane's friend accosted him for not warning him beforehand about the sourness of the candy.,Jane laughed as he watched his friend's face contort.,"As his friend's face puckered, Jane apologized profusely.",His friend tried to wrestle Jane to the ground as revenge for not warning her.,Jane's friend promptly started to gag.,4.056,0.685,-0.046,0.906,-0.324,-0.887,-0.510,11.265615,0.052712,0.613697,6.913679,0.032349,59.586218,0.767053,0.000000,36.567908,0.470738
test.sa-sb.sa::00635,test.sa-sb.sa::00635,I had a nightmare the other night. It was so scary that it woke me up from my sleep. It took me a long time to go back to bed. I finally got back to sleep.,1.0,content_diversity,I had another nightmare.,My alarm went off and woke me up.,My cat jumped on me and woke me up.,My baby started screaming and startled me awake.,I woke to the smell of coffee.,4.000,0.745,-0.055,0.895,-0.441,-0.779,-0.387,5.865261,0.018740,0.606666,3.558255,0.011369,48.439207,1.162321,0.000000,29.386425,0.705141
test.sa-sb.sa::00636,test.sa-sb.sa::00636,"Every Thanksgiving, Josie broke the wishbone with her father. It was their tradition since she was three years old. She waited patiently as her whole family sat down to their meal. She got up from her seat when her mother started clearing the table.",1.0,content_diversity,Her mother handed her the wishbone.,She grabbed the wishbone and walked over to her father.,She got the wishbone and broke it with her dad.,Her dad already had the wishbone and broke it with her.,Someone else had already broken the wishbone.,2.889,0.515,-0.161,0.765,-0.479,-0.965,-0.577,16.699632,0.296626,0.663731,11.084064,0.196880,23.117521,0.252598,0.000000,15.343817,0.167657
test.sa-sb.sa::00645,test.sa-sb.sa::00645,A couple of Mormons challenged strangers to a basketball game. The others accepted. The Mormons were exceptionally good at the game. They beat the other guys fairly easily.,1.0,content_diversity,The other guys were good sports about it.,The Mormons started teasing the other guys.,The other guys were bad sports when they lost.,The others guys were shocked the Mormons were so good.,The other guys got mad and started beating the Mormons.,4.214,0.647,-0.138,0.839,-0.481,-0.818,-0.500,1.178624,0.065366,0.670798,0.790618,0.043847,24.639633,0.351867,0.000000,16.528209,0.236032
test.sa-sb.sa::00663,test.sa-sb.sa::00663,I always wanted to take an art class. So when I turned 40 I enrolled into art classes. I was so nervous and didn't really talk to anyone unless necessary. Our first project was a group activity that forced everyone to talk.,1.0,content_diversity,I realized my classmates were really nice.,Everyone was so nice to talk to.,No one really wanted to talk to each other.,We met up at the bar every day after class.,By the end of the class we were friends.,3.111,0.657,-0.032,0.935,-0.278,-0.749,-0.289,5.405677,0.134427,0.583604,3.154774,0.078452,41.377904,0.836977,0.000000,24.148307,0.488463
test.sa-sb.sa::00664,test.sa-sb.sa::00664,Jenny has decided that she wants to buy a cellphone. She goes to a store but finds many are expensive. Finally she finds a cell phone that fits her budget. Jenny buys it.,1.0,content_diversity,Jenny is happy with her purchase and loves her new phone,Jenny hates her cheap new phone and gets another one,As she's leaving the store she drops and breaks it,She loves her new phone and shows it to her friends,"Jenny spends all day programming her new phone, she loves it",3.833,0.624,-0.091,0.880,-0.387,-0.833,-0.449,13.985158,0.323844,0.580323,8.115904,0.187934,55.467620,0.940861,0.000000,32.189115,0.546003
test.sa-sb.sa::00665,test.sa-sb.sa::00665,"Abby recently went diving in Jamaica. As Abby was diving, she grabbed a piece of coral. The instructor immediately scolded Abby for her error. Abby did not know she could not break off the coral.",1.0,content_diversity,Abby cried when she was told that she couldn't take the coral.,Abby tried to put the coral back.,The instructor felt bad for scolding and explained why she shouldn't take the coral.,Abby threw the coral back into the ocean.,Abby ran home and told her mother what happened.,4.611,0.393,-0.075,0.904,-0.324,-0.846,-0.470,21.029710,0.289356,0.620381,13.046438,0.179511,51.583450,0.322662,0.000000,32.001407,0.200174
test.sa-sb.sa-b::00680,test.sa-sb.sa-b::00680,Tammy had a gambling addiction. Most forms are outlawed where she lives. Except for dog racing. She goes every weekend.,1.0,content_diversity,One weekend she went to the dog tracks and learned her lesson after spending her entire paycheck!,Last weekend she actually won $1000 and booked a trip to Mexico with the winnings.,Tammy fell in love with one of the Greyhounds and adopted him when he retired.,One day she booked a trip to Vegas where she could gamble even more.,Tammy's friends were worried about her so they staged an intervention.,4.722,0.533,-0.038,0.931,-0.225,-0.668,-0.265,10.185968,0.150029,0.600442,6.116086,0.090084,98.256579,0.794647,0.000000,58.997408,0.477139
test.sa-sb.sa-b::00685,test.sa-sb.sa-b::00685,My sister-in-law B loved to nibble on raw hamburger. One day we were on vacation together. B made hamburgers for us. Later at night she had stomach cramps.,0.0,content_diversity,she made a bad choice,eating raw meat was a bad decision,she should not have eaten raw meat,she decides incorrectly,her decision was wrong,1.812,0.428,-0.040,0.919,-0.398,-0.772,-0.494,44.119153,1.643915,0.352642,15.558285,0.579714,25.427717,1.160159,0.000000,8.966891,0.409121
test.sa-sb.sa-b::00687,test.sa-sb.sa-b::00687,Jake never cooked dinner. He thought he would surprise his girlfriend. He looked up online how to cook a fancy dinner. Jake only messed up small parts of it.,0.0,content_diversity,Jake was proud of learning something new.,Jake needed the extra help.,The additional knowledge let Jake succeed.,The extra research led to a happy event.,The meal went good by Jake's research.,3.389,0.906,-0.025,0.964,-0.331,-0.855,-0.530,8.409988,0.188644,0.428709,3.605435,0.080873,48.279978,1.193357,0.000000,20.698049,0.511602
test.sa-sb.sa-b::00695,test.sa-sb.sa-b::00695,Joan went to the movies. She was going to meet her friend Lynn. Lynn was late for their meetings. Joan and Lynn bought their tickets.,1.0,content_diversity,they went inside the movie,they want the movies,they enjoy the movies,they went to dinner after,they went to the bar after,2.889,0.458,-0.123,0.844,-0.385,-0.778,-0.351,23.066340,1.067042,0.414089,9.551525,0.441851,16.831571,1.011067,0.000000,6.969774,0.418672
test.sa-sb.sa-b::00697,test.sa-sb.sa-b::00697,The man baked the bread. The loaf looked perfect. He shared the load with his friends. His friends asked for the recipe.,0.0,content_diversity,He and his friends decided to have a competition to see who could bake the best loaf.,Together they agreed to compete to see who made the nicest bread.,A contest was put in place to determine who had the most excellent loaf ever.,They started a contest to see who's bread was superior.,The friends put a competition together so they could see who was the best bread baker.,1.812,0.658,-0.079,0.898,-0.549,-0.978,-0.760,39.267011,0.611424,0.564607,22.170439,0.345214,46.371580,0.705848,0.000000,26.181730,0.398527
test.sa-sb.sa-b::00699,test.sa-sb.sa-b::00699,"Janet's family was used to tornado season where they lived. Luckily, they had avoided any major damage to their farm. They heard of a bad tornado coming their way. They weren't worried and didn't evacuate like their neighbors.",0.0,content_diversity,They all died as the tornado was so strong and destructive.,This time they were not so lucky and the house was destroyed by the tornado and they were all killed.,"This was a super tornado that destroyed the house, killing them all.",They all died this time becuase the tornado was so powerful.,The tornado was the biggest ever and tore their house apart and killed them all.,1.750,0.612,-0.110,0.862,-0.489,-0.965,-0.795,21.048075,0.343002,0.604248,12.718252,0.207258,16.272162,0.551767,0.000000,9.832418,0.333404
test.sa-sb.sa-b::00700,test.sa-sb.sa-b::00700,Jake invited friends over to play board games. They had drinks and played Monopoly mostly. Everyone had a good time. Eventually there was no winner and it got late.,0.0,content_diversity,Everyone had so much fun.,All of the participants had a fabulous time.,Jake and his friends found their time playing games together to be enjoyable.,Each attendee had a wonderful time.,They all had a very pleasurable experience.,2.167,0.624,-0.045,0.952,-0.531,-0.769,-0.737,21.625755,0.307474,0.534990,11.569559,0.164496,39.446960,0.574714,0.000000,21.103723,0.307466
test.sa-sb.sa-b::00701,test.sa-sb.sa-b::00701,Devin just got his licenses. He asks his parents for permission to out driving. While out driving he agrees to race one of his friends. Devin steps on the gas and races in his parents car.,1.0,content_diversity,he wrecks it,he won the race,he got pulled over,it was exhilerating,he felt bad after,4.389,0.515,-0.039,0.756,-0.218,-0.573,-0.322,17.053843,0.952245,0.322497,5.499817,0.307096,33.498175,1.871559,0.000000,10.803068,0.603573
test.sa-sb.sa-b::00712,test.sa-sb.sa-b::00712,Tammy was at the park. She was watching her kids play. Tammy decided it was time to leave. She called her kids to the car.,0.0,content_diversity,they left,they leave the park,they went on with their car,they were on the road again,they drive away from the park,2.000,0.527,-0.071,0.923,-0.228,-0.785,-0.398,36.026837,1.665807,0.351691,12.670323,0.585850,36.186687,1.127101,0.000000,12.726540,0.396392
test.sa-sb.sa-b::00725,test.sa-sb.sa-b::00725,I was at my cousin's house. And I wanted to walk to the mall. I thought I was familiar enough with the area. But I was lost for over an hour.,1.0,content_diversity,I got there eventually though.,I walked and walked and when I finally got there it was shut.,In the end I gave up and went back to my cousins house.,I am glad I didnt give up as when I got there they were giving away burgers!,A police car stopped and asked if I needed helo and they took me back to my cousins house.,4.056,0.497,-0.088,0.873,-0.219,-0.781,-0.129,7.574955,0.158079,0.587117,4.447386,0.092811,96.978035,0.897988,0.000000,56.937460,0.527224
test.sa-sb.sa-b::00728,test.sa-sb.sa-b::00728,Tom was in the war. He got injured and received a purple heart. When he returned home it was meaningless. Nobody really cared other than to feel sorry for him.,0.0,content_diversity,He wondered if he should have done something else in his life.,He regretted choosing the military.,The purple heart was not worth the pity.,He felt his life was one big mistake.,He accepted that he chose incorrectly.,3.833,0.667,-0.031,0.953,-0.383,-0.730,-0.339,9.928174,0.285971,0.504585,5.009604,0.144297,41.469006,1.303975,0.000000,20.924624,0.657966
test.sa-sb.sa-b::00730,test.sa-sb.sa-b::00730,Frank Ocean's album is to be released Friday. I don't believe it. He was supposed to release his album two years ago. He hasn't made music in that time period.,0.0,content_diversity,If I had to bet at least.,Just my opinion.,My person thoughts on it.,Only my personal vision on it.,I felt that way.,1.611,0.314,-0.020,0.958,-0.223,-0.711,-0.357,29.805655,1.059159,0.279814,8.340049,0.296368,47.514908,1.319595,0.000000,13.295351,0.369242
test.sa-sb.sa-b::00735,test.sa-sb.sa-b::00735,"Today I took my motor scooter to the gas station to fill it with gas. Once it was filled, I tried to start it. It would not start. The man at the station gave me some oil to put in it.",1.0,content_diversity,My motor scooter still wouldn't start because the starter went out.,I ended having to take my scooter to a repair shop.,I always seem to have trouble with this scooter.,"I'm thinking about selling the scooter because I don't know how to work on it, myself.",I put the scooter in the garage because I'm tired of messing with it.,3.722,0.583,-0.049,0.941,-0.412,-0.909,-0.471,18.919807,0.370652,0.597144,11.297849,0.221332,33.649788,0.257999,0.000000,20.093769,0.154062
test.sa-sb.sa-b::00739,test.sa-sb.sa-b::00739,Sam went out drinking. He tried to drive home. He couldn't find his keys. He had to call a taxi.,1.0,content_diversity,it was expensive,he left his car at the bar,no taxi was available so he ended up with an uber,he got home safely,he was hungry when he got home,4.000,0.667,-0.057,0.926,-0.230,-0.626,-0.194,26.067955,0.773732,0.463273,12.076567,0.358449,63.443045,0.834742,0.000000,29.391418,0.386713
test.sa-sb.sa-b::00749,test.sa-sb.sa-b::00749,I went out to get a milkshake today. I went to my favorite ice cream shop to get one. When I got there I found out that milkshakes were very expensive. So I decided to get a cone instead.,1.0,content_diversity,The cone was delicious,THe cone was disappointing,"In contrast, the cone was very cheap","The cone was also expensive, but not as bad","It was ok, but not the same as a milkshake",3.833,0.577,-0.105,0.887,-0.245,-0.817,-0.426,7.610198,0.342959,0.597177,4.544638,0.204807,44.152509,1.003493,0.000000,26.366878,0.599263
test.sa-sb.sa-b::00751,test.sa-sb.sa-b::00751,Tom was invited to a party. He wasn't much of a beer drinker. He got whatever he saw on sale. Everyone at the party was a bit disappointed.,0.0,content_diversity,Tom was so drunk he didnt care!,Tom had far too much to drink and couldn't rmemeber any criticism anyway.,Tom was so drunk and happy he didn't realise what people thought anyway.,Tom got drunk and was unaware people thought he was cheap.,After so much drink Tom didn't care anyway.,2.167,0.471,-0.085,0.879,-0.306,-0.916,-0.686,38.968018,0.490415,0.443437,17.279851,0.217468,89.723007,0.766768,0.000000,39.786479,0.340013
test.sa-sb.sa-b::00759,test.sa-sb.sa-b::00759,Jake was at the bar one night. He decided to smoke but only had one cigarette left. He also had to go outside into the snow. Once outside his cigarette fell into the snow.,0.0,content_diversity,he stops,he chose to stop,he think it was time to stop smoking,he make the decision to stop the smoking,he decide it was a good idea to not smoke,1.667,0.471,-0.083,0.897,-0.380,-0.845,-0.611,36.293721,1.573586,0.278334,10.101777,0.437983,33.919212,2.063759,0.000000,9.440870,0.574414
test.sa-sb.sa-b::00767,test.sa-sb.sa-b::00767,Kate and her friends drove all the way to Las Vegas. But they didn't like their hotel. So they decided to look online. They sat in the car looking on their phones for a better deal.,1.0,content_diversity,They found some good deals quickly.,The right one was found.,Cheaper and better housing was found.,They decided on a better deal.,The hotel was right next to the entertainment.,2.833,0.667,-0.038,0.941,-0.269,-0.695,-0.334,4.132448,0.305621,0.524652,2.168095,0.160345,38.836697,0.458695,0.000000,20.375735,0.240655
test.sa-sb.sa-b::00768,test.sa-sb.sa-b::00768,"Abby was invited to a girl's trip to Seattle with her friends. Abby accepted the invitation, and were on their way to Seattle. After checking in the hotel, Abby fell straight asleep. When Abby awoke, her friends had returned from their night out.",0.0,content_diversity,she was hungry,abby felt hungry,abby stomach was growling,abby feel hunger in her stomach,abby can hear her stomach growling,1.500,0.408,-0.062,0.906,-0.423,-0.925,-0.773,29.573880,1.293505,0.346693,10.253064,0.448449,28.757698,0.528783,0.000000,9.970100,0.183325
test.sa-sb.sa-b::00771,test.sa-sb.sa-b::00771__row138,Jane and Carl had been struggling. Their relationship was in a bad spot. They got into a big fight over money issues. Both decided it was too much to handle.,1.0,content_diversity,they broke up,they decide on a break,they decide to find someone else,they think it was time for a new relationship,they look for someone new,2.278,0.786,-0.060,0.927,-0.322,-0.779,-0.367,32.096439,1.050391,0.389859,12.513074,0.409504,31.049807,0.411300,0.000000,12.105035,0.160349
test.sa-sb.sa-b::00771,test.sa-sb.sa-b::00771__row139,Jane and Carl had been struggling. Their relationship was in a bad spot. They got into a big fight over money issues. Both decided it was too much to handle.,0.0,content_diversity,they split up,they went their separate way,they end it,they end their relationship,their relationship was over,1.833,0.471,-0.073,0.898,-0.360,-0.786,-0.672,22.964794,1.374029,0.406417,9.333272,0.558428,13.408546,1.183249,0.000000,5.449455,0.480892
test.sa-sb.sa::00355,test.sa-sb.sa::00355,Jane need to get something from the store. But she was late for an appointment. She grabbed her things quickly and headed to checkout. She thought it would be quick.,1.0,content_diversity,There was only one register open and there were six people in line.,The cash register ran out of receipt paper and the cashier had to call the manager to fix it.,There was one lady in line who saw she was in a hurry and let Jane go in front of her.,"The line was too long, so Jane hid the items in her coat and left the store without paying.",She got through the line just in time to make it to her appointment.,4.562,0.464,-0.053,0.925,-0.271,-0.721,-0.402,22.629523,0.200008,0.684359,15.486706,0.136877,48.930870,0.325546,0.000000,33.486257,0.222790
test.sa-sb.sa::00358,test.sa-sb.sa::00358,Teddy had a passion. He had a passion to change his country for better. So he ran for president. Teddy told the american people what they wanted to hear.,0.0,content_diversity,"Despite the negative campaign ads, he was elected to be president.",People voted all over the country in great numbers to successfully get him elected.,He was surprised to win the presidency in a landslide victory.,His win was larger than any other president preceding him.,The other candidates were surprised at the astounding victory he had.,3.167,0.782,-0.037,0.944,-0.293,-0.857,-0.586,15.388526,0.251522,0.549381,8.454169,0.138181,50.170592,0.427004,0.000000,27.562787,0.234588
test.sa-sb.sa::00371,test.sa-sb.sa::00371,The man put on his watch. His watch was not running. He took his watch off. He shook the watch.,0.0,content_diversity,The man was shocked when the watch came open and gears came out.,The man didn't even realize the watch had gears until they fell out of the now open watch.,The watch clearly needed repair after gears came tumbling out.,Surprisingly the watch sprang open and gears flew out.,The man tried to catch the gears as they fell out of the watch.,1.944,0.724,-0.128,0.835,-0.471,-0.976,-0.693,56.827528,0.875025,0.461770,26.241235,0.404060,48.837016,0.572889,0.000000,22.551458,0.264543
test.sa-sb.sa::00372,test.sa-sb.sa::00372,"I bought a little stuffed giraffe. He was adorable, and I admired him in the checkout lane. I took him home to show my little girl. She fell in love with him on first sight.",1.0,content_diversity,She snuggled in bed with the little giraffe that night.,She takes him with her to daycare every day now.,She reads him stories before bed.,"Now, we have an extra chair at the table for the little giraffe.","Now, when she has to stay away from home, she feels comfortable having her little giraffe.",4.111,0.698,-0.040,0.929,-0.290,-0.740,-0.293,0.081085,0.326832,0.581205,0.047127,0.189956,68.992282,0.260241,0.000000,40.098657,0.151253
test.sa-sb.sa::00375,test.sa-sb.sa::00375,Kate was cleaning the house. She had just mopped the floor. Her son came running through the room. He slipped on the wet floor.,0.0,content_diversity,The boy cried when he fell because he felt something snap.,The boy fell and when he used his arm to steady himself he broke it.,The boy broke his arm when he tried to grab the table next to him as he slipped.,Kate's son had a bone disease and slipping mildly caused his arm to break.,He fell while attempting a handstand after slipping.,3.222,0.478,-0.065,0.901,-0.377,-0.889,-0.644,12.476667,0.003531,0.528841,6.598179,0.001867,84.495689,1.119367,0.000000,44.684823,0.591968
test.sa-sb.sa::00378,test.sa-sb.sa::00378,Ken is a cook. While at work Ken begins cooking meals. While cooking a customer notices Ken spitting in their food. They complain to the manger.,1.0,content_diversity,Ken is fired without an explanation.,The manager asks Ken about the situation.,The customer was an enemy of Ken and was trying to get him in trouble.,"Ken explains that it might have looked like he was spitting, but he wasn't.",The manager doesn't believe the customer because the customer cannot see the kitchen.,4.250,0.500,-0.032,0.937,-0.326,-0.799,-0.344,4.420459,0.138675,0.681874,3.014195,0.094559,60.705029,0.385427,0.000000,41.393161,0.262813
test.sa-sb.sa::00380,test.sa-sb.sa::00380,Jerry was going on a blind date. He told his friend to call him with an emergency to get out of it. His friend called at the right time. Jerry played along.,1.0,content_diversity,He had second thoughts about it because the date was all of a sudden going better than he expected.,He felt guilty because he was being deceptive.,His date suspected he was trying to get out of the situation and walked out.,"He told his date that his friend had an emergency, paid and left.",Then Jerry confessed to his date that he way lying.,4.222,0.629,-0.048,0.925,-0.304,-0.810,-0.310,-4.351837,-0.159407,0.587340,-2.556009,-0.093626,58.212639,0.913361,0.000000,34.190631,0.536454
test.sa-sb.sa::00381,test.sa-sb.sa::00381,"My brother decided to use the bathroom. The whole bathroom had a bad odor after he was finished. The smell diffused throughout the house. When I noticed the smell, I opened all of the house windows.",0.0,content_diversity,I thought there was something wrong with the plumbing.,I checked the pipes in the bathroom,I looked for water leaks near the bathroom.,I sniffed the air to find the possible source of the leak.,I wondered where to start looking for the burst pipe.,3.000,0.707,-0.073,0.934,-0.435,-0.849,-0.556,9.937569,0.283185,0.553363,5.499083,0.156704,55.997802,0.899507,0.000000,30.987111,0.497754
test.sa-sb.sa::00382,test.sa-sb.sa::00382,"Barry recently visited The British Virgin Islands. While there, Barry took a trip to a small island named Virgin Gorda. Barry was amazed with the beautiful beaches, and a rock formation. The rock formation was called The Baths.",0.0,content_diversity,Barry shared the experience with others by making a movie there.,Barry wanted to remember so he mad a video.,Barry worked for National Geographic and made a video of the area.,Barry decided to start a youTube type channel about the Baths and filmed it.,Barry was afraid he'd forget about it so filmed the whole thing.,2.667,0.624,-0.052,0.938,-0.362,-0.919,-0.500,25.401079,0.403493,0.461933,11.733584,0.186387,73.753835,0.819078,0.000000,34.069294,0.378359
test.sa-sb.sa::00389,test.sa-sb.sa::00389,Kate needed to buy a laptop to work while out of town. She searched online and found one that had free shipping. She shipped it out of town so it would be there when she arrived. The shipping estimate was the same day as her arrival date.,1.0,content_diversity,The package arrive on time and in good condition just as Kate arrived from her trip.,Kate discovered that the package was delivered several days ago before she arrived and was left under the rain.,Kate arrived and learned that the package did not arrive yet.,Kate went home and waited for the laptop to be delivered and realized that she hasn't completed the transaction yet.,Kate went home and found her package but the content was not what she ordered online.,4.167,0.707,-0.085,0.892,-0.345,-0.940,-0.518,6.768614,0.084891,0.621498,4.206677,0.052759,62.117270,0.285837,0.000000,38.605735,0.177647
test.sa-sb.sa::00391,test.sa-sb.sa::00391,"In 1996, my sister-in-law's son overdosed on drugs. She got him into rehab. After a few days he denied having a drug problem, and left. In 2013, he overdosed and died suddenly.",0.0,content_diversity,"Knowing she could've done more to rehabilitate him, my sister-in-law blamed herself for his death.",My sister-in-law felt responsible for letting him out of rehab which led to him spiraling back to addiction and death.,My sister-in-law believed she is blame-worthy not trying harder to keep him in rehab.,My sister-in-law knew she should be blamed for the death of her son.,"Feeling that she allowed him to get out of rehab, my sister-in-law said she indirectly killed her own son.",2.312,0.747,-0.066,0.918,-0.491,-0.925,-0.591,31.079317,0.407407,0.591927,18.396689,0.241155,63.934434,0.523512,0.000000,37.844523,0.309881
test.sa-sb.sa::00405,test.sa-sb.sa::00405,"Jamie went to the shed to get his beach chairs. There were ants crawling all over the shed. He immediately left and went to the hardware store. There, he bought ant block, as well as ant bait.",0.0,content_diversity,Jamie was worried the ants would suffer so he watched to see what happened.,Jamie was bored so he stayed to watch the ants.,Jamie followed the worker ants back to the queens nest.,Jamie started to worry about the ants as he stood and watched.,The ants swarmed Jamie as he stood watching.,3.778,0.629,-0.098,0.886,-0.413,-0.964,-0.524,27.186979,0.427921,0.494670,13.448572,0.211679,37.540473,0.435908,0.000000,18.570131,0.215630
test.sa-sb.sa::00409,test.sa-sb.sa::00409,I went to the doctor the other day. I had to go see the doctor for a routine checkup. The wait to see the doctor was very long. When I saw the doctor I complained about the wait time.,1.0,content_diversity,The doctor apologized and said they were short staff that day.,I decided to find a new doctor.,The doctor suggested that I could see the nurse practitioner in the future for shorter waits.,"The doctor noticed that I had a small lump, so I was thankful I had waited.","When I left the office, I left a bad review on their website.",4.889,0.208,-0.050,0.922,-0.335,-0.805,-0.289,10.041260,0.069333,0.623146,6.257174,0.043204,81.463461,0.673760,0.000000,50.763655,0.419851
test.sa-sb.sa::00414,test.sa-sb.sa::00414,Jane had broken her first pair of glasses. And now she had to tell her mother. She was sure to be upset. After telling her mom Jane braced herself for the yelling.,1.0,content_diversity,Her mother surprised her by being understanding and offering to take her to get new ones.,Her mother grounded her and said she'd have to give up her allowance.,Her mother said Jane would have to get a part time job to pay for glasses.,"Her mother said, ""Wait until your Father hears about this"" and left.",Jane began crying and begged for forgiveness.,4.389,0.614,-0.058,0.917,-0.294,-0.741,-0.363,15.643692,0.104420,0.614778,9.617398,0.064195,34.098298,0.720507,0.000000,20.962884,0.442952
test.sa-sb.sa::00418,test.sa-sb.sa::00418,Ken hated airplanes. He was deathly afraid of flying. One day he had to fly to meet relatives. He took medicine to calm his nerves.,0.0,content_diversity,He missed out on meeting his relatives because the medicine didn't help at calming his fears.,He ended up missing the flight because his fear overpowered the medication.,"His relatives were disappointed because he couldn't make himself get on the plane, even with medication.",His fear was extreme and he wasn't able to make the trip because the medication didn't work for him.,Apparently he needed a stronger medication because he was still unable to make the trip.,2.222,0.885,-0.075,0.900,-0.445,-0.918,-0.729,36.465181,0.354208,0.585782,21.360634,0.207489,43.265807,0.386612,0.000000,25.344317,0.226470
test.sa-sb.sa::00420,test.sa-sb.sa::00420,Justin is with his friend Bill looking for clubs. Justin is tired from trying to find clubs. Bill keeps trying to find the hottest club in town. They eventually give up and waste their whole night on nothing.,0.0,content_diversity,Bill and justin head home to party there instead,They both go home to drink and listen to music,Justin suggest to bill to pick up some beer and drink at home instead,"Instead of looking for any more clubs, they decide to party at home",They both give up the search and decide to turn their house into a club,2.722,0.853,-0.070,0.917,-0.273,-0.828,-0.540,33.514228,0.558167,0.559489,18.750833,0.312288,34.760640,0.565602,0.000000,19.448186,0.316448
